,Município,Região,UF,Reg_Metropolitana,Mun_Reg_Geog_Imediata,Mun_Reg_Geog_Intermediária,Tipo_Conc_Urbana,Hierarquia_Urbana,Hier_Urbana_princ_categ,Região_rural,Amazônia_Legal,Semiárido,Cid_Região_São_Paulo,PIB_per_capita,VAB_Indústria/Total,VAB_Serviço/Total,VAB_Adm/Total,VAB_Agricultura/Total,População,Imposto_Prod_Percapita,Capag_real,Capag_predito
2687,Lontra,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7705,0.03869043135009718,0.3582932819067994,0.5727328883732843,0.03026833200247088,9008,336.9227353463588,1,1
2688,Luisburgo,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12880,0.04042082656883173,0.2276196198243573,0.3637363058790443,0.368197681107546,6275,413.8645418326693,1,1
2689,Luislândia,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,7165,0.03735626007522837,0.2596453519613111,0.6245674368619022,0.0784094572810317,6680,200.5988023952096,1,1
2690,Luminárias,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,16610,0.03961525169911301,0.3220711899550743,0.2957723764543255,0.342529662481281,5454,693.2526585991933,0,0
2691,Luz,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,27700,0.09381434951868475,0.5404517076351764,0.1754858559621162,0.1902480868840226,18172,2553.048646268986,0,0
2692,Machacalis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11512,0.1236662676312913,0.37148024774892,0.4059230729193775,0.09891739967730183,7110,703.0942334739802,,0
2693,Machado,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,25254,0.1765509531067855,0.5043579536233544,0.1867083740383279,0.132380597798589,41844,2724.309339451295,0,0
2694,Madre de Deus de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,32080,0.1304476841697846,0.283492452586763,0.1524125919236227,0.4336279189781964,5087,1606.447808138392,0,0
2695,Malacacheta,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,10361,0.09422382671480145,0.4030029537249754,0.4245651460452904,0.07819713379280166,18700,585.4010695187167,,1
2696,Mamonas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7321,0.03793043553780016,0.2929349950062964,0.6216509618307352,0.04744018411568023,6532,269.9020208205756,1,1
2697,Manga,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Sim,Não,10457,0.04869156034688865,0.4099795692147188,0.4268404007911495,0.1144830359277533,18594,560.2882650317307,1,1
2698,Manhuaçu,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro Subregional A,Centro Subregional,Região Rural de Capital Regional,Não,Não,Não,23446,0.2112701248460661,0.5500059621356898,0.1960487396678299,0.04267464572778682,89256,2212.433898001255,0,0
2699,Manhumirim,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,20869,0.03646406408168654,0.680850803710713,0.2349735193580095,0.04770672261099619,22608,2779.148973814579,,0
2700,Mantena,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,14175,0.08916648363716231,0.5468043048539425,0.326671974522293,0.03735174610147156,27640,997.8292329956585,0,0
2701,Maravilhas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,17799,0.2726570525326687,0.3753971603532438,0.2714944377642759,0.08044338623495967,7904,1911.184210526316,1,1
2702,Mar de Espanha,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,13446,0.1589908471300162,0.4676617543948304,0.3124735489005818,0.06086753289411349,12725,1005.500982318271,0,0
2703,Maria da Fé,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11731,0.05672366886902448,0.4899987044954009,0.3855810338126701,0.0676771602539189,14136,810.4838709677418,,0
2704,Mariana,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,45786,0.5332385381969269,0.3282149762942772,0.1350550622987228,0.00349104473601245,60142,1854.444481394034,,0
2705,Marilac,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10076,0.0456864160051758,0.298678677184164,0.5171572896707891,0.1384278498021748,4134,354.8621190130624,1,1
2706,Mário Campos,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,10246,0.08851749527062891,0.4215060495120922,0.419137961538985,0.07082488397729902,15207,583.2840139409482,0,0
2707,Maripá de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,18523,0.1662981680353759,0.4001302905874921,0.3295167403663929,0.1040153190145294,2959,1404.528556944914,0,0
2708,Marliéria,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Média concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10650,0.03394223950309344,0.3433839532438315,0.5409972366908762,0.08165211649915634,4044,538.5756676557863,,0
2709,Marmelópolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11612,0.03211332606884174,0.3419652586372668,0.4749695532337671,0.1508877636048971,2784,404.8132183908046,,0
2710,Martinho Campos,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,25038,0.1457458771232691,0.4314139958515665,0.1911214290660748,0.2317121026753768,13330,2288.897224306076,,0
2711,Martins Soares,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,24003,0.4308237903358623,0.2714950757035101,0.1926130062912417,0.1050626379297094,8299,2053.861911073623,,0
2712,Mata Verde,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7985,0.1276887182960789,0.2834048317904719,0.532972077970949,0.05591931963573418,8526,193.0565329580108,0,0
2713,Materlândia,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,9734,0.03393152302243211,0.2688783943329398,0.5159149940968123,0.1812278630460449,4482,285.586791610888,0,0
2714,Mateus Leme,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,22650,0.3345994708263275,0.4213698075235251,0.2180398069769909,0.02598930721971638,30798,2451.035781544256,0,0
2715,Matias Barbosa,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,Média concentração urbana,Integrante de Capital Regional B,Capital Regional,Região Rural de Capital Regional,Não,Não,Não,36877,0.1864185415896313,0.6433356088403447,0.1646139697167942,0.005627139213622702,14385,7548.97462634689,1,1
2716,Matias Cardoso,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,10400,0.05338166241041272,0.221105527638191,0.4511537651829274,0.2743498915341736,11050,513.3031674208145,0,0
2717,Matipó,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,20179,0.0521517174258353,0.6643100456327528,0.2263764044084116,0.05715571143940577,18808,2807.316035729477,0,0
2718,Mato Verde,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,10009,0.08969525865648094,0.4592045171468903,0.4132192975172299,0.03787262310055634,12508,381.0361368724017,0,0
2719,Matozinhos,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,27209,0.4318732283437643,0.3782781695478579,0.1793340681159437,0.0105122544186688,37473,3796.867077629227,,0
2720,Matutina,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,18254,0.1717698256159794,0.312498043267274,0.3007106853260699,0.2149901380670611,3758,1255.721128259713,0,0
2721,Medeiros,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,33119,0.03814858392854183,0.231103856288219,0.1708566030856934,0.5598826707323136,3771,1115.884380800848,0,0
2722,Medina,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,10135,0.09734415659297958,0.4466700426679769,0.4155690484188782,0.04040672459350103,20882,584.522555310794,0,0
2723,Mendes Pimentel,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8689,0.03665086302689088,0.3456181939402919,0.5233350618564339,0.09437736128602119,6446,313.0623642569035,0,0
2724,Mercês,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11118,0.08245743493754724,0.4448004031532342,0.3879719952485512,0.08475216874842519,10720,752.2388059701492,0,0
2725,Mesquita,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8085,0.02737234472537836,0.3130417209323214,0.5547671442044281,0.1047738806305295,5666,225.5559477585598,1,1
2726,Minas Novas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9476,0.05278773729119764,0.3073876427916284,0.4253522888351539,0.2144653825842853,31471,330.2723141940199,0,0
2727,Minduri,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,17800,0.1669414550795887,0.2907611139422644,0.2820528193291166,0.2602296231901436,3896,675.0513347022587,0,0
2728,Mirabela,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9323,0.04309991381690695,0.3850878147147172,0.487511818797955,0.08429208537983315,13557,508.2982960832042,1,1
2729,Miradouro,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12062,0.04169437978051214,0.4699368141004323,0.3686814100432325,0.1196790821416694,10721,843.2981997947952,0,0
2730,Miraí,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,16974,0.3585772842356252,0.3591628506552867,0.2536387265826091,0.02861692581842386,14913,1056.997250720848,0,0
2731,Miravânia,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7718,0.03145604395604396,0.2753021978021978,0.6386538461538461,0.05453296703296703,4861,230.1995474182267,1,1
2732,Moeda,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,11827,0.04594589583371961,0.494187232306751,0.4212634194278086,0.03858491090797841,4904,829.9347471451875,,0
2733,Moema,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,15042,0.04944260640929862,0.5383772036208754,0.311655298877451,0.1005151888540686,7479,1260.997459553416,0,0
2734,Monjolos,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,12568,0.1063627382825363,0.2607295744758699,0.5037869086385424,0.1290476016245289,2240,366.9642857142857,0,0
2735,Monsenhor Paulo,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,20368,0.2981416281419343,0.361693659492392,0.2178366959556685,0.1223218932737348,8648,1483.348751156337,1,1
2736,Montalvânia,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,8741,0.0510921466219837,0.3870622015692359,0.492101832374889,0.06972782314503036,15012,412.9363176125766,0,0
2737,Monte Alegre de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,25230,0.05805602202726154,0.3862004977776353,0.1929128808980838,0.3628265914255598,20999,1466.307919424735,0,0
2738,Monte Azul,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,9231,0.04638489733692303,0.4494036999794566,0.4594375425735509,0.04476845394487874,21017,430.6037969262977,1,1
2739,Monte Belo,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,19976,0.1628354592805828,0.4189368293980094,0.2296107448272369,0.1886127455532387,13180,2000.682852807284,1,0
2740,Monte Carmelo,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,23654,0.058900202538055,0.6087346514130194,0.1958329377511946,0.1365302303870376,47682,2447.988758860786,1,0
2741,Monte Formoso,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7049,0.03379799315027339,0.2475515231628913,0.6362434657213243,0.082376975304933,4889,240.9490693393332,1,1
2742,Monte Santo de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,18777,0.08489146387746924,0.4866277233556359,0.2492601920979227,0.1792153126302128,21534,1280.115166713105,0,0
2743,Montes Claros,Sudeste,Minas Gerais,Não,Polo,Polo,Média concentração urbana,Capital Regional B,Capital Regional,Região Rural de Capital Regional,Não,Não,Não,23323,0.196968436967535,0.6014362245820188,0.1885710522287455,0.01302416691016163,404804,2618.795762887718,0,0
2744,Monte Sião,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,17446,0.1229886673155621,0.5451066301375675,0.2696293074411684,0.0622727429445884,23569,1448.852305995163,0,0
2745,Montezuma,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,8410,0.02563949852595217,0.20514576695155,0.5272475506983115,0.2419374050802537,8180,200.1222493887531,1,1
2746,Morada Nova de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,35287,0.0486967421052807,0.2253391070708283,0.1624813736961587,0.5634794435610493,8815,1256.948383437323,1,1
2747,Morro da Garça,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,18698,0.03488899986380351,0.3130703227856722,0.3534298815090571,0.2985653970127571,2488,991.9614147909967,0,0
2748,Morro do Pilar,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,10137,0.0321552630740304,0.3255043181745754,0.5433888906593581,0.09888779119793492,3211,364.6838990968545,1,1
2749,Munhoz,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,14682,0.1082341569504017,0.4355585090315955,0.3266356551682474,0.1295475140457923,6065,1036.108821104699,0,0
2750,Muriaé,Sudeste,Minas Gerais,Não,Polo,do Entorno,Média concentração urbana,Centro Subregional A,Centro Subregional,Região Rural de Capital Regional,Não,Não,Não,19884,0.104322720526015,0.6443272084658217,0.2371667564763465,0.01418229685839125,108113,1706.483031642818,0,0
2751,Mutum,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,14005,0.1469615502253933,0.403521108643267,0.2948835587265924,0.1546280653912009,26997,1046.82001703893,0,0
2752,Muzambinho,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,18968,0.1555526559801891,0.5220929134994975,0.2424001821180103,0.07995147221312249,20594,1477.663397105953,1,1
2753,Nacip Raydan,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8882,0.03715925394548063,0.2682209469153515,0.6054519368723099,0.08916786226685797,3219,221.1867039453246,0,0
2754,Nanuque,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,17319,0.1689407960978576,0.533404491993875,0.2539045470694371,0.04374861341454522,40839,1536.154166360587,1,1
2755,Naque,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Média concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10708,0.04520007407512928,0.4673143492072537,0.4365874157751535,0.05088391572529524,6939,592.1602536388529,0,0
2756,Natalândia,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,13825,0.03218348707853595,0.4026140499462083,0.4243367592189896,0.1408428136516584,3314,643.0295715147857,0,0
2757,Natércia,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,15921,0.06463549840895019,0.4300442038271587,0.3237246403939468,0.1815668600884077,4731,1241.175227224688,0,0
2758,Nazareno,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,36328,0.5484064676158599,0.224694719387494,0.1358042382741196,0.09109116281291477,8555,2069.199298655757,0,0
2759,Nepomuceno,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,17122,0.04793640729390491,0.457578639613935,0.2616177627484824,0.2328648420162739,26709,1179.340297278071,1,1
2760,Ninheira,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,8295,0.04468529674116253,0.2211537286623737,0.5385940688424834,0.1955546866408436,10263,321.0562213777648,1,1
2761,Nova Belém,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12653,0.04039950062421972,0.2405243445692884,0.4686641697877653,0.2503370786516854,3255,349.3087557603687,,1
2762,Nova Era,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,19564,0.2119458493556351,0.4890038074671819,0.2494617138022264,0.04958547227115733,17607,1575.055375702845,0,0
2763,Nova Lima,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,111562,0.5889464936858637,0.3477007511624213,0.06318063356410647,0.0001719127021867275,93577,9244.440407365058,0,0
2764,Nova Módica,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12056,0.06915839120233214,0.3220913421657621,0.4645083307657668,0.1441945346384471,3627,422.9390681003584,,0
2765,Nova Ponte,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,74620,0.5135176597244219,0.1612237770757023,0.0690362164449895,0.2562214443442768,15280,2097.840314136126,0,0
2766,Nova Porteirinha,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,14062,0.06322656350997921,0.4113306616016468,0.331745542417884,0.193687288059746,7504,661.7803837953091,1,1
2767,Nova Resende,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,16557,0.05515124979784712,0.4343742727426919,0.2697646348823174,0.2407019536843102,16610,1294.701986754967,0,0
2768,Nova Serrana,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,23734,0.38804001142644,0.411292344521329,0.1966277837192118,0.004039388166079999,99770,2507.206575122782,1,1
2769,Novo Cruzeiro,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7531,0.0410651679616341,0.3587052394101508,0.531936866459531,0.06828386158844413,31326,328.928046989721,1,1
2770,Novo Oriente de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8641,0.08231786803296343,0.329044763599678,0.5037010167877668,0.08492501615298292,10731,420.7436399217221,,1
2771,Novorizonte,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,9741,0.09941678488594655,0.3100272467292666,0.5430430768537909,0.0474903735729244,5273,1319.173146216575,0,0
2772,Olaria,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,13610,0.03876299199182143,0.2970267507241438,0.5376128812404157,0.126512182654626,1775,383.6619718309859,0,0
2773,Olhos-d'Água,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,26091,0.02824153739048195,0.1294710294368769,0.1929816495684956,0.6492992158047525,6018,790.6281156530409,,1
2774,Olímpio Noronha,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12167,0.03958087183632859,0.3555749020583297,0.4940613145948635,0.1107207263229899,2765,535.623869801085,0,0
2775,Oliveira,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Metrópole,Não,Não,Não,20643,0.150542915669205,0.5709941357630791,0.2206765594242245,0.05778381089028373,41529,1964.57896891329,1,1
2776,Oliveira Fortes,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,14549,0.03730848311998408,0.2485905684154673,0.4215692777077668,0.2924653445645686,2136,432.1161048689139,,0
2777,Onça de Pitangui,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,16339,0.05884653383830068,0.2701712497941709,0.3670344146220978,0.3039066359295241,3144,886.4503816793892,0,0
2778,Oratórios,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10903,0.09232750919327697,0.3352377786549768,0.4599754845947687,0.1124384517898323,4647,545.0828491499893,0,0
2779,Orizânia,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10754,0.03880753007925744,0.3184979656841398,0.4308021550061589,0.2118799069316047,7954,650.1131506160423,1,1
2780,Ouro Branco,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,Média concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,104169,0.6571640136695206,0.2839376990746016,0.05728710937919897,0.001610563626630565,39121,20940.21113979704,0,0
2781,Ouro Fino,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,21284,0.1566007169774307,0.5588959306942911,0.2129036953130685,0.07159807498204393,33481,2404.946088826498,0,0
2782,Ouro Preto,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,92319,0.6587340036514803,0.278783318700959,0.05939773358376595,0.003084642313507384,73994,2744.952293429197,1,1
2783,Ouro Verde de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8223,0.04976854276198655,0.2791520914936847,0.5557696738652311,0.1152887455227163,5954,205.2401746724891,,1
2784,Padre Carvalho,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,8739,0.03283703459892737,0.4072295688203063,0.5465352668977134,0.01337876822397336,6332,582.5963360707518,1,1
2785,Padre Paraíso,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,8605,0.05503372897276065,0.4368847359625261,0.4832026056088903,0.02486673091232907,20052,429.2838619589068,,1
2786,Paineiras,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,13179,0.04180235972452085,0.3547238979944121,0.3873258235011478,0.2161301229690531,4510,720.1773835920178,0,0
2787,Pains,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,34678,0.43599935951323,0.3262239301869421,0.1758816700692526,0.06189504023057524,8270,4471.584038694074,0,0
2788,Pai Pedro,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7323,0.04177990695103413,0.1914183057717997,0.6592887742410981,0.1074669491915795,6084,186.7192636423406,0,0
2789,Paiva,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,15399,0.032753192233689,0.2887440965541368,0.5009183138009445,0.1775406681826133,1535,500.9771986970684,0,0
2790,Palma,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11024,0.07301081748012969,0.3880376459785946,0.4066741269977906,0.1322630627528622,6621,497.2058601419725,,0
2791,Palmópolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8645,0.03910497699707235,0.3052488498536177,0.556064408197407,0.09953994144709327,5671,213.366249338741,,1
2792,Papagaios,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,16687,0.1868224795495591,0.4561648783597153,0.2777138000637416,0.07929459258472325,15543,1547.127324197388,0,0
