,Município,Região,UF,Reg_Metropolitana,Mun_Reg_Geog_Imediata,Mun_Reg_Geog_Intermediária,Tipo_Conc_Urbana,Hierarquia_Urbana,Hier_Urbana_princ_categ,Região_rural,Amazônia_Legal,Semiárido,Cid_Região_São_Paulo,PIB_per_capita,VAB_Indústria/Total,VAB_Serviço/Total,VAB_Adm/Total,VAB_Agricultura/Total,População,Imposto_Prod_Percapita,Capag_real,Capag_predito
5471,Montividiu do Norte,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,15681,0.04604672057502246,0.2366127583108715,0.3328840970350404,0.3844264749925127,4449,671.6115981119352,,1
5472,Morrinhos,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,29977,0.1748299039747311,0.435616102289225,0.1470722340179139,0.2424801457124342,45716,2872.10167118733,1,1
5473,Morro Agudo de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,17210,0.03865882981565589,0.2556238311514828,0.3943360940422121,0.3113545284531125,2264,677.5618374558304,0,0
5474,Mossâmedes,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,17887,0.05965742076853188,0.2611699000587889,0.2950804339693229,0.3840655229544118,4377,788.2111034955449,1,1
5475,Mozarlândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,34244,0.3131636320025357,0.4467102698859378,0.1540675635737507,0.08605425131387894,15444,4009.71250971251,1,1
5476,Mundo Novo,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,19101,0.04654626698938745,0.292233892253606,0.2679531689793773,0.3932557197148083,5066,1077.773391235689,1,1
5477,Mutunópolis,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,16136,0.03484296845758617,0.2365681037122733,0.337915546633094,0.3906563680288543,3793,639.599261798049,1,1
5478,Nazário,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,19632,0.2711694316709433,0.3644406900231194,0.2324636061075684,0.1319262721983689,9022,2181.112835291509,,1
5479,Nerópolis,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,24914,0.2552906069919018,0.4978802521711284,0.2131696801976838,0.03365627424645792,29293,3486.805721503431,0,0
5480,Niquelândia,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,24041,0.3244772610664655,0.2886539132635458,0.2059993257851588,0.1808675227152075,46039,2070.027585308108,1,1
5481,Nova América,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,15979,0.0368376787216148,0.2857583403420241,0.4234370619568265,0.2539108494533221,2346,774.9360613810742,0,1
5482,Nova Aurora,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,22374,0.3253721301824909,0.2074468085106383,0.2565595828778067,0.2106004541249685,2199,744.4292860391088,0,0
5483,Nova Crixás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,27855,0.03222035789218254,0.3002015251995277,0.19521311067906,0.4723590877211672,12791,1436.869673989524,0,0
5484,Nova Glória,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,14322,0.04588233185142693,0.3451975476839237,0.2851893015918543,0.3237218557292413,8218,746.7753711365295,0,1
5485,Nova Iguaçu de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,14067,0.03630171543895055,0.2523965691220989,0.3911453077699293,0.3201311806256307,2923,506.3291139240507,1,1
5486,Nova Roma,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,13668,0.04549309711162418,0.2540404278377232,0.3772086886868021,0.323234227017858,3293,778.3176434861829,,1
5487,Nova Veneza,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,18864,0.3301733853228149,0.3569556020273487,0.2428057445564723,0.07005321489052678,9684,1729.45064023131,,1
5488,Novo Brasil,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,18792,0.04800792345642099,0.2633988638062491,0.3057258185079982,0.3828487068321124,2985,864.6566164154103,,1
5489,Novo Gama,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,8403,0.07515050092097579,0.4666236129206164,0.4553764769306797,0.002848286086526798,113679,570.949779642678,0,0
5490,Novo Planalto,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,23336,0.03591928161436771,0.2296454070918582,0.2250654986900262,0.5093498130037399,4445,838.2452193475816,1,1
5491,Orizona,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,33460,0.08206183352132113,0.3216305771431641,0.1388651321905328,0.4574383255452679,15502,2234.098825957941,0,0
5492,Ouro Verde de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,28877,0.04563311612207585,0.1772256340537246,0.2086915756410857,0.568440298157611,3797,787.9905188306558,0,0
5493,Ouvidor,Centro-oeste,Goiás,Não,do Entorno,do Entorno,Média concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,116335,0.7596830339438626,0.1571258610813272,0.05900738804106752,0.02418224813830178,6549,12375.93525729119,0,0
5494,Padre Bernardo,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,15252,0.06249428697263563,0.3404631914840575,0.286532213164477,0.3105061534498376,33228,765.5892620681352,1,1
5495,Palestina de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,26532,0.03469706574895852,0.2069597898931353,0.1947790255388517,0.5635527984060859,3460,1002.023121387283,0,0
5496,Palmeiras de Goiás,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,35536,0.2993378815562298,0.399707215135413,0.1388247257935643,0.1621279425158266,28313,3931.056405184897,,1
5497,Palmelo,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,16427,0.05348650814854395,0.3353726956986375,0.4216671119422923,0.1894469676729896,2380,700.4201680672269,1,1
5498,Palminópolis,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,40021,0.04914453857288626,0.5164329275527396,0.1704594891752292,0.263947224792957,3589,4796.322095291168,0,0
5499,Panamá,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,33256,0.08572180172424101,0.214155038203537,0.2050077124511246,0.4951034903325322,2627,1421.012561857632,,1
5500,Paranaiguara,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,18570,0.04384467433735077,0.3216736658813889,0.2599610775376421,0.3745148918251448,9972,947.4528680304853,0,0
5501,Paraúna,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,81938,0.1706132965786401,0.2473860829490905,0.07428852907812504,0.50771090728676,10995,5129.422464756708,0,0
5502,Perolândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,107357,0.2938001325872421,0.1964836103945884,0.07677806717963058,0.4329319060829895,3116,5212.772785622593,1,1
5503,Petrolina de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,14365,0.04844516480679308,0.4044723027051838,0.3192719240368341,0.2278034367021429,10301,829.5311134841278,1,1
5504,Pilar de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,86653,0.5856787048567871,0.2049813200498132,0.08257079430396881,0.1267637663111159,2314,6839.239412273119,1,1
5505,Piracanjuba,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,32399,0.0877383234476729,0.3653917914217704,0.1503635219803831,0.3965036688979565,24499,2099.677537858688,1,1
5506,Piranhas,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,36038,0.1016265483145533,0.4977868472091667,0.1459342241471628,0.254646430993658,10501,4025.33092086468,1,1
5507,Pirenópolis,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,18116,0.09700969859566234,0.482028514108667,0.2370802122532319,0.1838815750424388,24749,1097.620105862863,,1
5508,Pires do Rio,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Metrópole Nacional,Não,Não,Não,28705,0.2119774284768043,0.5333388530812931,0.161242452806155,0.09343871805976613,31225,3563.458767013611,,0
5509,Planaltina,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,12177,0.09161014917066557,0.4436852861102641,0.3874884917451399,0.07721508619966588,89181,813.7719917919737,,0
5510,Pontalina,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,27501,0.09540125414397155,0.3752885250403772,0.1659724628867979,0.3633355783251489,17777,1692.749057771278,1,1
5511,Porangatu,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,20811,0.1250117580660333,0.515524711680608,0.2163182214604157,0.1431441475024706,45151,1739.695687803149,1,1
5512,Porteirão,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,49981,0.04764722972464033,0.1985247436325094,0.1302551300399212,0.6235675163827704,3830,1451.958224543081,1,1
5513,Portelândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,53969,0.0655029829567128,0.4216115595294405,0.1085511425766846,0.4043292289069613,4000,4814.5,1,1
5514,Posse,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,13964,0.09508313092265061,0.5288135883137765,0.3076613868837877,0.06843547945674112,36375,1106.914089347079,,1
5515,Professor Jamil,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,18188,0.04429437809279309,0.4052535625255795,0.3212412099564684,0.2291922461584254,3243,1612.395929694727,0,1
5516,Quirinópolis,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,34104,0.242577481938469,0.4087338257975485,0.1458904131828882,0.2027969802743729,49416,2942.508499271491,,1
5517,Rialma,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,20226,0.1407140028633221,0.5576675094174866,0.2311371043894118,0.07047630651761146,10896,2148.40308370044,0,0
5518,Rianápolis,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,19676,0.1608481038377416,0.4870382100897584,0.2675662431725012,0.0845354910420825,4784,2186.872909698997,1,1
5519,Rio Quente,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,74660,0.0596833969386771,0.7884490858741028,0.1171417549563947,0.03471887356543543,4371,8237.703042781972,0,0
5520,Rio Verde,Centro-oeste,Goiás,Não,Polo,Polo,Média concentração urbana,Centro Subregional A,Centro Subregional,Região Rural de Centro Sub-regional,Não,Não,Não,41815,0.1986810494712651,0.4977618890257458,0.1404487393727281,0.1631080874290264,229651,4709.019338039025,0,0
5521,Rubiataba,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,21818,0.2285401116706094,0.4352564376522524,0.224226136755016,0.1119747999507262,19815,1743.880898309362,0,0
5522,Sanclerlândia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,17778,0.08793253715874025,0.509889367849936,0.2627847266388712,0.1393776647115634,7642,1113.059408531798,,1
5523,Santa Bárbara de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,14457,0.1639610575328048,0.3379666174737733,0.3085767237533034,0.1894841610323643,6485,978.1033153430994,1,1
5524,Santa Cruz de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,45475,0.03644197534761131,0.1666561449472073,0.1329761209576869,0.6639178674578999,2892,1656.984785615491,1,1
5525,Santa Fé de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,54502,0.3412433168267998,0.4444768875648588,0.1075581510051887,0.1067176988182374,5393,7509.17856480623,0,0
5526,Santa Helena de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,28545,0.1301701949360522,0.4292523793371775,0.1807348510544903,0.259840579420978,38485,2499.10354683643,1,1
5527,Santa Isabel,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,19359,0.04247147700575384,0.1815342627632486,0.2684326772927423,0.5075334468156943,3803,668.1567183802262,1,1
5528,Santa Rita do Araguaia,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,14721,0.05112634503401828,0.4387025743800587,0.3018639096515598,0.2082899682610678,8573,1160.037326490144,,1
5529,Santa Rita do Novo Destino,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,25329,0.2157304732472884,0.1684421014361025,0.2171605162697691,0.3986547900381749,3331,556.8898228760132,1,1
5530,Santa Rosa de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,17228,0.05892277409954242,0.2989851478821033,0.3584703085457195,0.2835962064469951,2388,846.3149078726968,0,0
5531,Santa Tereza de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,17646,0.03803268406564689,0.3158472420641834,0.3370500714310603,0.3090525802292763,3431,917.5167589624016,1,1
5532,Santa Terezinha de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,14529,0.0366656015207007,0.4737277650779605,0.3104408884956043,0.1791575514752272,8931,863.5091255178592,1,1
5533,Santo Antônio da Barra,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,47390,0.3337985370826776,0.1980382258910632,0.1295740911205472,0.3385841969296552,4787,5179.444328389388,1,1
5534,Santo Antônio de Goiás,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Centro Local,Centro Local,Região Rural de Metrópole Nacional,Não,Não,Não,21479,0.4182353838373297,0.2699424424625314,0.2251406828234501,0.08668149087668879,6123,1134.901192226033,0,0
5535,Santo Antônio do Descoberto,Centro-oeste,Goiás,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole Nacional,Não,Não,Não,9129,0.06467807547307351,0.4256195793246946,0.4832568185815956,0.02644394191745915,73636,559.4274539627356,,1
5536,São Domingos,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,12549,0.248677896228542,0.2235563142130181,0.3211439981963992,0.2066153499307546,12791,412.5557032288328,,1
5537,São Francisco de Goiás,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,16380,0.06090663604856372,0.437200995088346,0.2920201569177777,0.2098722119453127,6260,1354.313099041533,1,1
5538,São João d'Aliança,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,21887,0.04652055926117816,0.2936555956914136,0.2120888238341781,0.4477277750201988,13387,1269.440501979532,0,0
5539,São João da Paraúna,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,36905,0.04743255869431247,0.2125121762121543,0.2044808460727988,0.5355346599606385,1417,1405.081157374735,0,0
5540,São Luís de Montes Belos,Centro-oeste,Goiás,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,25255,0.2939046623080377,0.4743513899649758,0.1761059098478805,0.05563676565817714,33470,1771.138332835375,0,0
5541,São Luiz do Norte,Centro-oeste,Goiás,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,23725,0.04527472928136508,0.4281547380318664,0.2172767710650089,0.3092664163051008,5117,2285.714285714286,0,0
