,Município,PIB_per_capita,População,Capag_real,Capag_predito
695,Boa Hora,7819,6744,,1
696,Bocaina,9720,4496,1,1
697,Bom Jesus,36392,24960,1,1
698,Bom Princípio do Piauí,9416,5608,,1
699,Bonfim do Piauí,7334,5654,0,0
700,Boqueirão do Piauí,6770,6388,1,1
701,Brasileira,6752,8310,1,1
702,Brejo do Piauí,8771,3902,1,1
703,Buriti dos Lopes,8822,19754,0,0
704,Buriti dos Montes,6978,8223,,1
705,Cabeceiras do Piauí,6396,10540,,1
706,Cajazeiras do Piauí,7820,3544,1,1
707,Cajueiro da Praia,10776,7608,1,1
708,Caldeirão Grande do Piauí,18567,5770,1,1
709,Campinas do Piauí,7851,5603,,1
710,Campo Alegre do Fidalgo,7534,5019,,1
711,Campo Grande do Piauí,9694,5919,1,1
712,Campo Largo do Piauí,6871,7245,1,1
713,Campo Maior,13062,46770,1,1
714,Canavieira,7936,3957,1,1
715,Canto do Buriti,10520,21112,1,1
716,Capitão de Campos,8130,11388,1,1
717,Capitão Gervásio Oliveira,8126,4086,1,1
718,Caracol,7339,10866,1,1
719,Caraúbas do Piauí,8107,5845,1,1
720,Caridade do Piauí,7740,5049,,1
721,Castelo do Piauí,8915,19715,0,0
722,Caxingó,8573,5395,1,1
723,Cocal,7999,27725,,1
724,Cocal de Telha,8206,4881,1,1
725,Cocal dos Alves,7695,6140,,1
726,Coivaras,8022,4007,1,1
727,Colônia do Gurguéia,9236,6451,1,1
728,Colônia do Piauí,7239,7651,1,1
729,Conceição do Canindé,10272,4798,1,1
730,Coronel José Dias,7531,4678,1,1
731,Corrente,17079,26575,1,1
732,Cristalândia do Piauí,6859,8264,,1
733,Cristino Castro,9800,10401,,1
734,Curimatá,8990,11348,1,1
735,Currais,55151,4939,,1
736,Curralinhos,6891,4425,1,1
737,Curral Novo do Piauí,13392,5316,,1
738,Demerval Lobão,12246,13793,0,0
739,Dirceu Arcoverde,7395,6992,,1
740,Dom Expedito Lopes,10880,6884,1,1
741,Domingos Mourão,7753,4356,1,1
742,Dom Inocêncio,6402,9546,1,1
743,Elesbão Veloso,9461,14630,1,1
744,Eliseu Martins,9128,4900,1,1
745,Esperantina,9472,39621,1,1
746,Fartura do Piauí,5772,5295,,1
747,Flores do Piauí,8416,4464,1,1
748,Floresta do Piauí,8432,2556,1,1
749,Floriano,18465,59840,1,1
750,Francinópolis,7256,5349,1,1
751,Francisco Ayres,8809,4373,1,1
752,Francisco Macedo,9442,3166,1,1
753,Francisco Santos,7586,9262,,1
754,Fronteiras,8715,11590,1,1
755,Geminiano,8660,5424,1,1
756,Gilbués,21181,10686,,1
757,Guadalupe,70596,10500,1,1
758,Guaribas,7350,4556,,1
759,Hugo Napoleão,7648,3875,1,1
760,Ilha Grande,7744,9394,1,1
761,Inhuma,8959,15296,1,1
762,Ipiranga do Piauí,7368,9782,1,1
763,Isaías Coelho,7337,8551,1,1
764,Itainópolis,7712,11507,1,1
765,Itaueira,10006,11010,1,1
766,Jacobina do Piauí,8448,5753,1,1
767,Jaicós,9027,19035,1,1
768,Jardim do Mulato,6659,4494,1,1
769,Jatobá do Piauí,8751,4855,1,1
770,Jerumenha,9774,4457,,1
771,João Costa,9051,3010,1,1
772,Joaquim Pires,6745,14332,0,0
773,Joca Marques,7136,5419,1,1
774,José de Freitas,8962,39072,1,1
775,Juazeiro do Piauí,8752,5472,1,1
776,Júlio Borges,7691,5614,1,1
777,Jurema,8522,4748,1,1
778,Lagoinha do Piauí,7876,2831,1,1
779,Lagoa Alegre,7363,8504,1,1
780,Lagoa do Barro do Piauí,38007,4653,1,1
781,Lagoa de São Francisco,6696,6738,1,1
782,Lagoa do Piauí,12340,4052,1,1
783,Lagoa do Sítio,8225,5154,1,1
784,Landri Sales,14646,5307,1,1
785,Luís Correia,10137,30177,1,1
786,Luzilândia,8110,25467,,1
787,Madeiro,6466,8276,,1
788,Manoel Emídio,7869,5348,1,1
789,Marcolândia,8248,8439,0,0
790,Marcos Parente,9187,4550,,1
791,Massapê do Piauí,6544,6434,0,1
792,Matias Olímpio,7071,10913,,1
793,Miguel Alves,7090,33684,1,1
794,Miguel Leão,13228,1250,0,0
795,Milton Brandão,7093,6617,1,1
796,Monsenhor Gil,8898,10565,1,1
797,Monsenhor Hipólito,8144,7729,1,1
798,Monte Alegre do Piauí,18484,10611,1,1
799,Morro Cabeça no Tempo,6972,4533,,1
800,Morro do Chapéu do Piauí,6960,6781,1,1
801,Murici dos Portelas,7391,9105,1,1
802,Nazaré do Piauí,7348,7356,1,1
803,Nazária,10205,8536,1,1
804,Nossa Senhora de Nazaré,7850,4847,1,1
805,Nossa Senhora dos Remédios,7961,8661,1,1
806,Novo Oriente do Piauí,6968,6575,,1
807,Novo Santo Antônio,8063,2979,1,1
808,Oeiras,11928,36971,0,0
809,Olho D'Água do Piauí,8510,2449,1,1
810,Padre Marcos,8703,6862,0,1
811,Paes Landim,9279,4132,,1
812,Pajeú do Piauí,10479,3375,0,0
813,Palmeira do Piauí,14023,5051,,1
814,Palmeirais,7313,14488,1,1
815,Paquetá,8737,3953,1,1
816,Parnaguá,8370,10762,1,1
817,Parnaíba,15216,152653,1,1
818,Passagem Franca do Piauí,8236,4302,1,1
819,Patos do Piauí,7618,6377,1,1
820,Pau D'Arco do Piauí,6759,4023,1,1
821,Paulistana,10053,20490,0,1
822,Pavussu,8136,3685,,1
823,Pedro II,8296,38704,1,1
824,Pedro Laurentino,9728,2529,1,1
825,Nova Santa Rita,8335,4365,0,0
826,Picos,19445,78002,1,1
827,Pimenteiras,7085,12115,1,1
828,Pio IX,9461,18389,1,1
829,Piracuruca,9793,28703,1,1
830,Piripiri,11286,63694,,1
831,Porto,7246,12526,,1
832,Porto Alegre do Piauí,8422,2700,0,0
833,Prata do Piauí,7808,3153,1,1
834,Queimada Nova,8367,8966,0,0
835,Redenção do Gurguéia,8422,8758,1,1
836,Regeneração,10306,17978,1,1
837,Riacho Frio,8672,4316,1,1
838,Ribeira do Piauí,51519,4464,1,1
839,Ribeiro Gonçalves,54631,7305,0,0
840,Rio Grande do Piauí,7839,6431,,1
841,Santa Cruz do Piauí,8521,6232,,1
842,Santa Cruz dos Milagres,8702,4004,0,0
843,Santa Filomena,51577,6252,1,1
844,Santa Luz,8140,5836,1,1
845,Santana do Piauí,7687,4625,1,1
846,Santa Rosa do Piauí,7024,5258,1,1
847,Santo Antônio de Lisboa,9592,6388,,1
848,Santo Antônio dos Milagres,6554,2155,0,0
849,Santo Inácio do Piauí,8332,3785,1,1
850,São Braz do Piauí,7250,4444,,1
851,São Félix do Piauí,9307,2954,1,1
852,São Francisco de Assis do Piauí,7368,5731,,1
853,São Francisco do Piauí,7912,6425,1,1
854,São Gonçalo do Gurguéia,10667,3025,1,1
855,São Gonçalo do Piauí,8427,4999,1,1
856,São João da Canabrava,7832,4602,1,1
857,São João da Fronteira,7816,6019,1,1
858,São João da Serra,8128,6157,1,1
859,São João da Varjota,6284,4832,1,1
860,São João do Arraial,6528,7937,1,1
861,São João do Piauí,11149,20537,1,1
862,São José do Divino,9198,5338,0,1
863,São José do Peixe,9044,3750,1,1
864,São José do Piauí,8551,6710,,1
865,São Julião,7536,6353,0,1
866,São Lourenço do Piauí,7167,4568,1,1
867,São Luis do Piauí,7238,2642,,1
868,São Miguel da Baixa Grande,8963,2449,,1
869,São Miguel do Fidalgo,7507,3040,1,1
870,São Miguel do Tapuio,7529,17686,1,1
871,São Pedro do Piauí,7329,14255,1,1
872,São Raimundo Nonato,12993,34535,1,1
873,Sebastião Barros,10975,3488,,1
874,Sebastião Leal,34752,4286,1,1
875,Sigefredo Pacheco,6512,10024,1,1
876,Simões,17754,14615,,1
877,Simplício Mendes,11240,12663,0,1
878,Socorro do Piauí,6964,4576,1,1
879,Sussuapara,8269,6692,,1
880,Tamboril do Piauí,8370,2908,0,0
881,Tanque do Piauí,9754,2756,1,1
882,Teresina,24333,861442,1,1
883,União,8241,44396,1,1
884,Uruçuí,79384,21457,0,0
885,Valença do Piauí,11449,20906,1,1
886,Várzea Branca,7555,4956,1,1
887,Várzea Grande,7425,4397,1,1
888,Vera Mendes,8395,3075,,1
889,Vila Nova do Piauí,9967,2990,0,0
890,Wall Ferraz,7641,4454,1,1
891,Abaiara,7360,11663,,1
892,Acarape,8075,15399,,1
893,Acaraú,8932,62557,1,1
894,Acopiara,7038,53931,1,1
895,Aiuaba,6424,17303,,1
896,Alcântaras,6506,11529,,1
897,Altaneira,6606,7521,0,0
898,Alto Santo,8908,17096,1,1
899,Amontada,10090,43131,,1
900,Antonina do Norte,7290,7328,,1
901,Apuiarés,6805,14814,,1
902,Aquiraz,24630,79563,0,0
903,Aracati,15210,74084,0,0
904,Aracoiaba,7457,26437,,1
905,Ararendá,7162,10901,,1
906,Araripe,6724,21550,1,1
907,Aratuba,11444,11346,,1
908,Arneiroz,6907,7836,1,1
909,Assaré,6947,23417,,0
910,Aurora,7511,24699,,1
911,Baixio,9141,6272,1,1
912,Banabuiú,8874,18151,1,1
913,Barbalha,14320,60155,,1
914,Barreira,6958,22362,1,1
915,Barro,7674,22593,,1
916,Barroquinha,6662,14989,,1
917,Baturité,9114,35575,0,0
918,Beberibe,13744,53421,1,1
919,Bela Cruz,7322,32593,,1
920,Boa Viagem,7031,54440,1,1
921,Brejo Santo,10248,49109,,0
922,Camocim,9005,63408,,1
923,Campos Sales,6896,27409,,1
924,Canindé,8106,78049,,1
925,Capistrano,9827,17793,,1
926,Caridade,5631,22427,,1
927,Cariré,8062,18802,,1
928,Caririaçu,7476,27095,,1
929,Cariús,7267,18950,,1
930,Carnaubal,6609,17747,,1
931,Cascavel,10317,71499,1,1
932,Catarina,5797,20562,,1
933,Catunda,7723,10437,,1
934,Caucaia,13944,363982,1,1
935,Cedro,7130,25249,0,0
936,Chaval,6202,13047,1,1
937,Choró,5914,13476,1,1
938,Chorozinho,18237,19345,,1
939,Coreaú,6233,23258,,1
940,Crateús,9105,74982,0,0
941,Crato,10262,131372,0,0
942,Croatá,7696,17994,1,1
943,Cruz,8946,24131,0,0
944,Deputado Irapuan Pinheiro,6413,9585,0,0
945,Ererê,6983,7211,,1
946,Eusébio,46830,52880,0,0
947,Farias Brito,8195,18882,,1
948,Forquilha,7698,24169,,1
949,Fortaleza,25356,2643247,1,1
950,Fortim,9806,16357,0,0
951,Frecheirinha,18393,13758,1,1
952,General Sampaio,8336,6956,,1
953,Graça,6616,15423,,1
954,Granja,6692,54729,1,1
955,Granjeiro,9503,4469,,1
956,Groaíras,7025,11076,1,1
957,Guaiúba,7684,26472,,1
958,Guaraciaba do Norte,11978,39713,0,0
959,Guaramiranga,16087,3595,1,1
960,Hidrolândia,7036,20352,,1
961,Horizonte,25783,66114,1,1
962,Ibaretama,7090,13317,1,1
963,Ibiapina,11277,24995,,1
964,Ibicuitinga,7109,12419,1,1
965,Icapuí,17060,19804,1,1
966,Icó,8126,67972,1,1
967,Iguatu,15624,103255,1,1
968,Independência,8950,26168,0,0
969,Ipaporanga,6478,11587,,1
970,Ipaumirim,9122,12439,,0
971,Ipu,9341,41873,,1
972,Ipueiras,6430,38205,,1
973,Iracema,9756,14227,1,1
974,Irauçuba,6665,24003,0,1
975,Itaiçaba,8245,7787,0,0
976,Itaitinga,17804,39518,1,1
977,Itapajé,10664,52240,1,1
978,Itapipoca,12863,128135,0,1
979,Itapiúna,6523,20133,1,1
980,Itarema,17804,41445,1,1
981,Itatira,5888,20786,,1
982,Jaguaretama,8548,18102,0,0
983,Jaguaribara,11343,11359,1,1
984,Jaguaribe,16763,34729,1,1
985,Jaguaruana,11683,33967,1,1
986,Jardim,7529,27284,1,1
987,Jati,12184,7902,1,1
988,Jijoca de Jericoacoara,17740,19587,1,1
989,Juazeiro do Norte,17725,271926,1,1
990,Jucás,9024,24773,1,1
991,Lavras da Mangabeira,8139,31584,,1
992,Limoeiro do Norte,15961,59278,1,0
993,Madalena,6435,19906,,1
994,Maracanaú,46240,226128,1,1
995,Maranguape,11788,127098,1,1
996,Marco,11895,27127,0,0
997,Martinópole,6793,11143,1,1
998,Massapê,7143,38424,,1
999,Mauriti,8624,46854,,1
1000,Meruoca,6681,15030,,1
1001,Milagres,7955,28466,0,0
1002,Milhã,9674,13241,,0
1003,Miraíma,6253,13669,1,1
1004,Missão Velha,13585,35662,1,1
1005,Mombaça,7369,44060,1,1
1006,Monsenhor Tabosa,7436,17167,,1
1007,Morada Nova,15430,62069,1,1
1008,Moraújo,7141,8689,,1
1009,Morrinhos,6198,22354,,1
1010,Mucambo,6687,14485,0,0
1011,Mulungu,9079,12892,1,1
1012,Nova Olinda,8311,15520,1,1
1013,Nova Russas,8305,32262,,0
1014,Novo Oriente,7018,28557,1,1
1015,Ocara,6918,25557,,1
1016,Orós,8000,21471,,1
1017,Pacajus,16046,71193,1,1
1018,Pacatuba,14015,83157,1,1
1019,Pacoti,8863,12046,1,1
1020,Pacujá,7559,6246,1,1
1021,Palhano,8245,9348,1,1
1022,Palmácia,7017,13214,1,1
1023,Paracuru,14316,34097,1,1
1024,Paraipaba,11941,32700,1,1
1025,Parambu,6709,31398,0,1
1026,Paramoti,7997,11664,,1
1027,Pedra Branca,6723,43160,1,1
1028,Penaforte,23504,9010,1,1
1029,Pentecoste,10924,37326,,1
1030,Pereiro,18931,16281,,0
1031,Pindoretama,11747,20748,,1
1032,Piquet Carneiro,7262,16827,1,1
1033,Pires Ferreira,5351,10853,0,0
1034,Poranga,6103,12334,,1
1035,Porteiras,9841,15047,0,0
1036,Potengi,7955,10986,1,1
1037,Potiretama,8804,6400,,1
1038,Quiterianópolis,6913,21000,,1
1039,Quixadá,11927,87116,1,1
1040,Quixelô,7905,14986,,1
1041,Quixeramobim,13420,79081,1,1
1042,Quixeré,19154,22008,0,0
1043,Redenção,16423,27633,0,0
1044,Reriutaba,9859,18945,1,1
1045,Russas,14304,76884,,0
1046,Saboeiro,8035,15808,,1
1047,Salitre,6602,16435,1,1
1048,Santana do Acaraú,6705,32216,1,1
1049,Santana do Cariri,6921,17622,1,1
1050,Santa Quitéria,10095,43695,,1
1051,São Benedito,10796,46949,,0
1052,São Gonçalo do Amarante,87086,48516,0,0
1053,São João do Jaguaribe,11662,7691,,1
1054,São Luís do Curu,8042,12938,1,1
1055,Senador Pompeu,11443,26664,0,0
1056,Senador Sá,6992,7553,,1
1057,Sobral,23104,206644,0,0
1058,Solonópole,10514,18291,,1
1059,Tabuleiro do Norte,10276,30695,1,1
1060,Tamboril,7947,25731,1,1
1061,Tarrafas,6788,8926,1,1
1062,Tauá,10253,58517,0,0
1063,Tejuçuoca,5555,18998,,1
1064,Tianguá,17463,75140,0,0
1065,Trairi,14855,55535,1,1
1066,Tururu,6539,16015,1,1
1067,Ubajara,16719,34530,,1
1068,Umari,6863,7729,,1
1069,Umirim,7754,19811,1,1
1070,Uruburetama,16358,21725,,1
1071,Uruoca,12289,13763,,1
1072,Varjota,14244,18368,,1
1073,Várzea Alegre,8756,40704,0,0
1074,Viçosa do Ceará,7202,60355,0,1
1075,Acari,10388,11152,0,1
1076,Açu,19009,57644,1,1
1077,Afonso Bezerra,8595,11041,1,1
1078,Água Nova,8087,3230,1,1
1079,Alexandria,9600,13602,1,1
1080,Almino Afonso,7775,4761,,1
1081,Alto do Rodrigues,33684,14326,0,0
1082,Angicos,11692,11724,,1
1083,Antônio Martins,7678,7137,,1
1084,Apodi,13736,35814,1,1
1085,Areia Branca,24877,27162,,1
1086,Arês,31547,14192,,1
1087,Augusto Severo,8736,9638,1,1
1088,Baía Formosa,16170,9218,1,1
1089,Baraúna,19514,27994,,1
1090,Barcelona,9197,4002,1,1
1091,Bento Fernandes,8670,5469,1,1
1092,Bodó,142806,2250,,1
1093,Bom Jesus,8148,10152,1,1
1094,Brejinho,12028,12609,,1
1095,Caiçara do Norte,11257,6537,1,1
1096,Caiçara do Rio do Vento,9510,3652,1,1
1097,Caicó,17533,67554,1,1
1098,Campo Redondo,7356,11142,,0
1099,Canguaretama,15424,33999,1,1
1100,Caraúbas,17410,20443,,1
1101,Carnaúba dos Dantas,10191,8119,1,1
1102,Carnaubais,15370,10651,1,1
1103,Ceará-Mirim,11617,73099,,1
1104,Cerro Corá,13788,11178,,1
1105,Coronel Ezequiel,8074,5508,1,1
1106,Coronel João Pessoa,8945,4908,0,1
1107,Cruzeta,12123,8014,1,1
1108,Currais Novos,15575,44664,,1
1109,Doutor Severiano,8089,7080,1,1
1110,Parnamirim,20317,255793,,0
1111,Encanto,7779,5608,0,0
1112,Equador,10581,6036,0,0
1113,Espírito Santo,7123,10527,0,1
1114,Extremoz,14409,28222,1,1
1115,Felipe Guerra,16532,5972,1,1
1116,Fernando Pedroza,10068,3039,1,1
1117,Florânia,9653,9121,1,1
1118,Francisco Dantas,8885,2836,1,1
1119,Frutuoso Gomes,8890,4095,,1
1120,Galinhos,26031,2726,1,1
1121,Goianinha,14575,25980,1,1
1122,Governador Dix-Sept Rosado,20229,12997,,1
1123,Grossos,14933,10302,1,1
1124,Guamaré,90678,15349,1,1
1125,Ielmo Marinho,7740,13628,1,1
1126,Ipanguaçu,8819,15354,,1
1127,Ipueira,11541,2228,1,1
1128,Itajá,10937,7501,1,1
1129,Itaú,9197,5858,1,1
1130,Jaçanã,6873,9026,,1
1131,Jandaíra,10084,6863,,1
1132,Janduís,12455,5289,1,1
1133,Januário Cicco,6660,10087,,1
1134,Japi,7581,5117,,1
1135,Jardim de Angicos,10465,2617,,1
1136,Jardim de Piranhas,9106,14730,1,1
1137,Jardim do Seridó,12874,12395,1,1
1138,João Câmara,29528,34747,,1
1139,João Dias,8144,2655,1,1
1140,José da Penha,8763,5957,1,1
1141,Jucurutu,12240,18274,0,0
1142,Jundiá,8611,3873,1,1
1143,Lagoa d'Anta,8178,6728,,1
1144,Lagoa de Pedras,8082,7503,1,1
1145,Lagoa de Velhos,11774,2731,1,1
1146,Lagoa Nova,19902,15477,0,1
1147,Lagoa Salgada,8601,8192,,1
1148,Lajes,10716,11208,1,1
1149,Lajes Pintadas,8830,4755,1,1
1150,Lucrécia,12937,3966,1,1
1151,Luís Gomes,7090,10086,0,0
1152,Macaíba,19021,79743,0,0
1153,Macau,24034,31584,,1
1154,Major Sales,9155,3978,1,1
1155,Marcelino Vieira,7757,8358,1,1
1156,Martins,9018,8692,1,1
1157,Maxaranguape,9767,12194,,1
1158,Messias Targino,17547,4568,1,1
1159,Montanhas,8155,11295,,1
1160,Monte Alegre,9510,22239,,1
1161,Monte das Gameleiras,11535,2127,,1
1162,Mossoró,22185,294076,0,0
1163,Natal,27122,877640,1,1
1164,Nísia Floresta,15066,27260,0,0
1165,Nova Cruz,12793,37233,,1
1166,Olho d'Água do Borges,8583,4272,1,1
1167,Ouro Branco,10086,4812,,1
1168,Paraná,7855,4232,1,1
1169,Paraú,10354,3787,,1
1170,Parazinho,85197,5201,1,1
1171,Parelhas,15402,21408,,1
1172,Rio do Fogo,15443,10789,1,1
1173,Passa e Fica,8197,13076,1,1
1174,Passagem,10416,3075,1,1
1175,Patu,10701,12701,,1
1176,Santa Maria,12357,5480,,1
1177,Pau dos Ferros,17016,30183,1,1
1178,Pedra Grande,65310,3275,1,1
1179,Pedra Preta,11378,2478,1,1
1180,Pedro Avelino,8202,6780,1,1
1181,Pedro Velho,8366,14767,,1
1182,Pendências,32065,14984,,1
1183,Pilões,9382,3806,,1
1184,Poço Branco,7090,15294,1,1
1185,Portalegre,7736,7827,1,1
1186,Porto do Mangue,22960,6765,1,1
1187,Serra Caiada,7653,10266,,1
1188,Pureza,12508,9516,,1
1189,Rafael Fernandes,8352,5067,,1
1190,Rafael Godeiro,9789,3194,,1
1191,Riacho da Cruz,8734,3543,1,1
1192,Riacho de Santana,8294,4209,1,1
1193,Riachuelo,8398,8034,1,1
1194,Rodolfo Fernandes,9161,4472,1,1
1195,Tibau,23498,4071,,1
1196,Ruy Barbosa,8799,3608,0,0
1197,Santa Cruz,14489,39355,,1
1198,Santana do Matos,9346,12954,1,1
1199,Santana do Seridó,14997,2670,,1
1200,Santo Antônio,9355,23988,,1
1201,São Bento do Norte,71914,2778,,1
1202,São Bento do Trairí,8518,4401,,1
1203,São Fernando,13671,3573,1,1
1204,São Francisco do Oeste,9934,4200,0,1
1205,São Gonçalo do Amarante,14666,101102,0,0
1206,São João do Sabugi,9612,6179,0,1
1207,São José de Mipibu,17715,43640,,1
1208,São José do Campestre,7228,12833,1,1
1209,São José do Seridó,23186,4602,0,0
1210,São Miguel,9623,23380,0,0
1211,São Miguel do Gostoso,44082,9531,1,1
1212,São Paulo do Potengi,9581,17436,1,1
1213,São Pedro,9837,6014,1,1
1214,São Rafael,9075,8212,1,1
1215,São Tomé,9037,11057,,1
1216,São Vicente,10701,6397,,1
1217,Senador Elói de Souza,7405,6044,1,1
1218,Senador Georgino Avelino,28781,4395,1,1
1219,Serra de São Bento,7746,5774,,1
1220,Serra do Mel,27909,11790,,1
1221,Serra Negra do Norte,9569,8065,1,1
1222,Serrinha,9122,6281,1,1
1223,Serrinha dos Pintos,8388,4784,0,0
1224,Severiano Melo,14671,2799,0,0
1225,Sítio Novo,7528,5481,,1
1226,Taboleiro Grande,10048,2545,,1
1227,Taipu,9152,12261,,1
1228,Tangará,8878,15581,1,1
1229,Tenente Ananias,8012,10715,,1
1230,Tenente Laurentino Cruz,19058,5883,,1
1231,Tibau do Sul,24185,13916,1,1
1232,Timbaúba dos Batistas,12967,2407,1,1
1233,Touros,19625,33734,1,1
1234,Triunfo Potiguar,12816,3259,,1
1235,Umarizal,12114,10591,,1
1236,Upanema,12381,14516,1,1
1237,Várzea,8142,5485,1,1
1238,Venha-Ver,8446,4149,1,1
1239,Vera Cruz,8784,12323,,1
1240,Viçosa,10095,1712,1,1
1241,Vila Flor,12215,3146,1,1
1242,Água Branca,7902,10161,1,1
1243,Aguiar,8324,5571,1,1
1244,Alagoa Grande,9042,28623,0,0
1245,Alagoa Nova,14002,20589,1,1
1246,Alagoinha,7676,14367,1,1
1247,Alcantil,7746,5473,0,1
1248,Algodão de Jandaíra,10345,2488,,1
1249,Alhandra,63198,19391,,1
1250,São João do Rio do Peixe,10424,17941,1,1
1251,Amparo,11497,2227,0,1
1252,Aparecida,9412,8337,1,1
1253,Araçagi,9138,17079,1,1
1254,Arara,7566,13438,,1
1255,Araruna,8221,20215,1,1
1256,Areia,10249,22978,1,1
1257,Areia de Baraúnas,9336,2140,1,1
1258,Areial,7535,6935,0,0
1259,Aroeiras,8020,19190,1,1
1260,Assunção,9697,3870,0,0
1261,Baía da Traição,9647,8933,1,1
1262,Bananeiras,11279,21210,,1
1263,Baraúna,8738,4831,1,1
1264,Barra de Santana,8925,8249,1,1
1265,Barra de Santa Rosa,8354,15268,1,1
1266,Barra de São Miguel,9953,5939,1,1
1267,Bayeux,13922,96550,1,1
1268,Belém,10331,17640,1,1
1269,Belém do Brejo do Cruz,8876,7335,0,1
1270,Bernardino Batista,9835,3393,0,0
1271,Boa Ventura,8037,5423,0,0
1272,Boa Vista,22414,6972,1,1
1273,Bom Jesus,10751,2547,1,1
1274,Bom Sucesso,8368,4994,,1
1275,Bonito de Santa Fé,7779,11797,1,1
1276,Boqueirão,11674,17751,1,1
1277,Igaracy,8707,6186,0,0
1278,Borborema,11028,5395,1,1
1279,Brejo do Cruz,9007,13993,,1
1280,Brejo dos Santos,8409,6433,1,1
1281,Caaporã,15225,21698,1,1
1282,Cabaceiras,10350,5503,1,1
1283,Cabedelo,41104,66680,0,0
1284,Cachoeira dos Índios,11129,10182,,1
1285,Cacimba de Areia,9131,3729,1,1
1286,Cacimba de Dentro,7510,17159,1,1
1287,Cacimbas,7622,7145,0,0
1288,Caiçara,7920,7292,,1
1289,Cajazeiras,17373,61776,1,1
1290,Cajazeirinhas,10287,3181,0,0
1291,Caldas Brandão,11232,5982,0,1
1292,Camalaú,10558,5994,1,1
1293,Campina Grande,22583,407472,1,1
1294,Capim,9391,6424,1,1
1295,Caraúbas,8799,4140,,1
1296,Carrapateira,9806,2631,1,1
1297,Casserengue,8189,7431,1,1
1298,Catingueira,8810,4929,1,1
1299,Catolé do Rocha,13134,30343,1,1
1300,Caturité,11489,4807,1,1
1301,Conceição,9093,18904,1,1
1302,Condado,9075,6649,1,1
1303,Conde,28948,24323,1,1
1304,Congo,10860,4785,,1
1305,Coremas,9798,15423,1,1
1306,Coxixola,10636,1907,,1
1307,Cruz do Espírito Santo,7680,17366,1,1
1308,Cubati,8095,7763,1,1
1309,Cuité,10139,20343,1,1
1310,Cuitegi,8370,6823,1,1
1311,Cuité de Mamanguape,9989,6349,1,1
1312,Curral de Cima,9257,5242,1,1
1313,Curral Velho,8793,2521,1,1
1314,Damião,7991,5289,1,1
1315,Desterro,7373,8279,1,1
1316,Vista Serrana,9023,3773,0,0
1317,Diamante,8104,6575,1,1
1318,Dona Inês,7743,10429,1,1
1319,Duas Estradas,10963,3610,1,1
1320,Emas,9625,3505,1,1
1321,Esperança,12334,33003,1,1
1322,Fagundes,8195,11355,,1
1323,Frei Martinho,9605,2990,,1
1324,Gado Bravo,7665,8448,1,1
1325,Guarabira,16588,58492,,1
1326,Gurinhém,9452,14131,1,1
1327,Gurjão,9296,3403,,1
1328,Ibiara,8208,5956,1,1
1329,Imaculada,6515,11790,0,0
1330,Ingá,9223,18101,1,1
1331,Itabaiana,11812,24537,1,1
1332,Itaporanga,11443,24653,0,0
