,Município,Região,UF,Reg_Metropolitana,Mun_Reg_Geog_Imediata,Mun_Reg_Geog_Intermediária,Tipo_Conc_Urbana,Hierarquia_Urbana,Hier_Urbana_princ_categ,Região_rural,Amazônia_Legal,Semiárido,Cid_Região_São_Paulo,PIB_per_capita,VAB_Indústria/Total,VAB_Serviço/Total,VAB_Adm/Total,VAB_Agricultura/Total,Capag_real,Capag_predito
2288,Arceburgo,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,27185,0.2734498615506329,0.4734803533755274,0.1940433808016878,0.05901816323839663,,0
2289,Arcos,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,31945,0.3365744529220583,0.4720583179108309,0.16326753786429,0.02809783782230868,1,0
2290,Areado,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,15383,0.06402679735203293,0.5125741061709592,0.2889685168487884,0.1344259078443922,0,0
2291,Argirita,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12036,0.03817279552105866,0.3458455274207914,0.4962145311108284,0.1197035246214531,1,1
2292,Aricanduva,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9956,0.02147490270432093,0.2320327312643449,0.4813491667498254,0.2651032831054785,0,0
2293,Arinos,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,12222,0.0442647144493854,0.3835417597141581,0.3676573392624813,0.2045313319222479,1,1
2294,Astolfo Dutra,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,18898,0.322118930450979,0.3527328335882061,0.2364691715036939,0.08867073074182567,1,1
2295,Ataléia,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9689,0.03751379183523354,0.337338073638184,0.4386089657145192,0.1865228229332679,,0
2296,Augusto de Lima,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,14581,0.05561963539404107,0.4211842952798958,0.3695342810491783,0.1536468085743817,0,0
2297,Baependi,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,14385,0.07197421957411293,0.5507822612741063,0.3112468653521431,0.06599278982693266,0,0
2298,Baldim,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,14332,0.3035492863202842,0.2546405496872116,0.3313972459701103,0.1104035949692805,1,1
2299,Bambuí,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,22762,0.1448189737731315,0.450247652471405,0.1898080015740538,0.2151213567380144,0,0
2300,Bandeira,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,8998,0.02948065775464332,0.2674790015379155,0.5428841831302497,0.1601088370992547,1,1
2301,Bandeira do Sul,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12754,0.1254467582336435,0.4383399793235859,0.3928814059961601,0.04331708757938266,1,1
2302,Barão de Cocais,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,25089,0.4190252646531606,0.3757932830520513,0.18697872628268,0.01820002029289411,1,1
2303,Barão de Monte Alto,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8913,0.05439962556378181,0.3105693132499362,0.54323036337333,0.09175814824270274,1,1
2304,Barbacena,Sudeste,Minas Gerais,Não,Polo,Polo,Média concentração urbana,Centro Subregional A,Centro Subregional,Região Rural de Capital Regional,Não,Não,Não,20970,0.1431582412784976,0.5969964339063973,0.2229371108717546,0.03690741873906843,0,0
2305,Barra Longa,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11615,0.05054017136470881,0.3400684749250501,0.4377428110198506,0.1715953238367245,1,1
2306,Barroso,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,19119,0.3078801887242053,0.4323291474050422,0.2513820712004957,0.008405614068531669,0,0
2307,Bela Vista de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,24802,0.4697612122141223,0.291878633354446,0.210842474291685,0.02750961162189312,0,0
2308,Belmiro Braga,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,15035,0.1527521619738514,0.2996024427230624,0.4035411287347842,0.1440837739251609,,0
2309,Belo Horizonte,Sudeste,Minas Gerais,Sim,Polo,Polo,Grande concentração urbana,Núcleo de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,36759,0.1442983118886263,0.7073322936475579,0.1483438363137976,2.552013591309722e-05,0,0
2310,Belo Oriente,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Média concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,64197,0.7001495330740561,0.2114553363196699,0.08246051645674732,0.005933965416016582,0,0
2311,Belo Vale,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,19736,0.3002015327456438,0.2973636226539258,0.3015725038044447,0.1008486310853978,0,0
2312,Berilo,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7913,0.03054641065865353,0.3857243863099052,0.5395390971961378,0.04416801078238582,0,0
2313,Bertópolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8023,0.02679983354140657,0.2402552365099181,0.5780274656679151,0.1548619780829519,,1
2314,Berizal,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,8800,0.06636455186304129,0.2815458207452165,0.5537764350453173,0.09826283987915407,,1
2315,Betim,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,58911,0.4746561554270601,0.4214522851251588,0.1032886044608708,0.000602907998523061,0,0
2316,Bias Fortes,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9458,0.02696070620478664,0.2841390739029287,0.5663023040887217,0.1225660473565123,0,0
2317,Bicas,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,17441,0.1157274480394258,0.5999228626526677,0.2625198200128562,0.02182558388686522,0,0
2318,Biquinhas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,16728,0.06347508024583841,0.2992609918136804,0.3630844260867401,0.2741297369927094,1,1
2319,Boa Esperança,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,20451,0.0601824491013094,0.5619676308726652,0.2289871770542468,0.1488613874806843,0,0
2320,Bocaina de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11243,0.08315604137627466,0.3707908443987968,0.4222177389773311,0.1237986941530335,,0
2321,Bocaiúva,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,16896,0.2015884775455952,0.4114843222277907,0.2752053690105245,0.1117204693526246,0,0
2322,Bom Despacho,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,26205,0.1612190951940008,0.5894996707519549,0.1777394246635323,0.0715401056490105,0,0
2323,Bom Jardim de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,16680,0.07828181453231634,0.387786029706945,0.2911180248896026,0.2427940586109996,0,0
2324,Bom Jesus da Penha,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,29598,0.07357537869680211,0.4235704807957754,0.1964058311738043,0.3064394040590241,0,0
2325,Bom Jesus do Amparo,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,14151,0.04188051734756724,0.4895042085814001,0.35089047423527,0.1176991377540546,1,1
2326,Bom Jesus do Galho,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10095,0.06889948869290691,0.3309220685631927,0.4017157956144264,0.1984557839470162,,1
2327,Bom Repouso,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11751,0.0503820970030602,0.3871317935479459,0.3901150565024875,0.1723539568837297,0,0
2328,Bom Sucesso,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,16038,0.08851571795954401,0.507181514604844,0.283740835988178,0.1205504164587572,0,0
2329,Bonfim,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,13055,0.05743604193817289,0.4393293649395935,0.3550538316133047,0.1481690206990478,,1
2330,Bonfinópolis de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,35159,0.05324662073261765,0.2680643792727527,0.1531236406403557,0.5255546187348624,,0
2331,Bonito de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,6615,0.03099969084623816,0.2325117337905062,0.6555464995362693,0.08089991849582642,1,1
2332,Borda da Mata,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,15837,0.1842665435981096,0.4768441501293293,0.2895008926047961,0.04938125851909888,,0
2333,Botelhos,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,15242,0.07166721164645502,0.4510394897093599,0.2764279655193657,0.200860594170138,0,0
2334,Botumirim,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8554,0.1059895586141433,0.2345514950166113,0.5247650688182249,0.1346748932130992,0,0
2335,Brasilândia de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,15956,0.06470370065111679,0.3805612791560208,0.2726201269265639,0.2821107722739636,0,0
2336,Brasília de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9564,0.05495241694437764,0.4380870580959906,0.4709691826708352,0.03598790668911259,1,1
2337,Brás Pires,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8173,0.03911888677175356,0.2821756452451065,0.5897569143714995,0.08889081355736475,,0
2338,Braúnas,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,48070,0.8083772216428148,0.05480376840820671,0.1053838730477456,0.03143080937687977,0,0
2339,Brazópolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11729,0.09038138917770733,0.4413755270493528,0.3722419611020036,0.09599474385879861,0,0
2340,Brumadinho,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,65381,0.6128638044043413,0.286182699511584,0.09346677092758097,0.007486315754997769,0,0
2341,Bueno Brandão,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,13699,0.05628800022597115,0.4432847730755379,0.3200175127638389,0.1804026523363298,,0
2342,Buenópolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11826,0.05403401055499982,0.4368424683522473,0.3869218033182712,0.1221844710427374,,0
2343,Bugre,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Média concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8392,0.05949145376577882,0.2681645225584345,0.5445128948481005,0.1278009301201909,,1
2344,Buritis,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,32657,0.07616667161524197,0.3705560669083371,0.1551567303773244,0.3981191814876497,0,0
2345,Buritizeiro,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Sim,Não,15521,0.03419312766981162,0.3185431773719651,0.2861842667650126,0.3610769858269486,1,1
2346,Cabeceira Grande,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,44075,0.52989285402787,0.12601560560621,0.1311078906936645,0.2129769404692416,0,0
2347,Cabo Verde,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,13726,0.05473244239124457,0.3871803332783369,0.3224880382775119,0.2355936864103833,0,0
2348,Cachoeira da Prata,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,10662,0.04224019037832284,0.4029313934936045,0.516211904053652,0.03858946969901836,1,1
2349,Cachoeira de Minas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,24207,0.1046817234068649,0.5691307623569815,0.2086100257564873,0.1175687277696985,0,0
2350,Cachoeira Dourada,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,27221,0.04107559961260183,0.2576482652538027,0.3570045006551587,0.3442289067395887,,1
2351,Caetanópolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,22082,0.293989688779268,0.3653075381532295,0.2134097254337735,0.1272844834969084,,0
2352,Caeté,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,13417,0.07629626789506068,0.5522113100617666,0.338341485502285,0.03314728495345139,1,1
2353,Caiana,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11233,0.04535520962915644,0.2531183807954813,0.4398177722489325,0.261691826648287,,1
2354,Cajuri,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,17482,0.2514529491776926,0.2987356250772845,0.3189378014096698,0.1308581674292074,0,1
2355,Caldas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,16405,0.1152394642571931,0.4501015355830881,0.2669267802952518,0.1677276564674744,0,0
2356,Camacho,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,13483,0.04987082126360291,0.2630809781048566,0.4112320258879407,0.2757639813147525,0,0
2357,Camanducaia,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,25876,0.2555683654102552,0.5100524681191473,0.189902828102207,0.04447437767634464,0,0
2358,Cambuí,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,39584,0.3863980385005233,0.4627698430821083,0.13137624233983,0.01945484283929736,,0
2359,Cambuquira,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,18411,0.04225613228160161,0.3532556158324763,0.2272155446772634,0.3772638790184818,1,1
2360,Campanário,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11065,0.03973761523655151,0.3575878836997265,0.5119795360145882,0.09066963833451525,1,1
2361,Campanha,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,19019,0.06809682723595568,0.544948068797569,0.2435146704779613,0.1434334954521171,0,0
2362,Campestre,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,15634,0.05207603965579295,0.473284690639008,0.2776756208487386,0.1969603769263489,1,1
2363,Campina Verde,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,26023,0.1924673481700529,0.4329564670592534,0.1773140948836261,0.1972578411128389,0,0
2364,Campo Azul,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8796,0.03515540603105034,0.2818914164017408,0.6026420568536066,0.08021852526312541,1,1
2365,Campo Belo,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,19088,0.1622430301323571,0.5462780437435464,0.2497866584743521,0.04169120094211617,0,0
2366,Campo do Meio,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,14629,0.04192064227265709,0.3892481086922958,0.3045360506407288,0.2642951983943184,0,0
2367,Campo Florido,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,62765,0.2330034582508646,0.3140744285186071,0.09719859929964983,0.355719163929791,0,0
2368,Campos Altos,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,20257,0.05285159850744746,0.3843730973186437,0.2247196361818138,0.3380488651090332,1,0
