,Município,UF,Capag_real,Capag_predito
709,Campinas do Piauí,Piauí,,1
710,Campo Alegre do Fidalgo,Piauí,,1
711,Campo Grande do Piauí,Piauí,1,1
712,Campo Largo do Piauí,Piauí,1,1
713,Campo Maior,Piauí,1,1
714,Canavieira,Piauí,1,1
715,Canto do Buriti,Piauí,1,1
716,Capitão de Campos,Piauí,1,1
717,Capitão Gervásio Oliveira,Piauí,1,1
718,Caracol,Piauí,1,1
719,Caraúbas do Piauí,Piauí,1,1
720,Caridade do Piauí,Piauí,,1
721,Castelo do Piauí,Piauí,0,1
722,Caxingó,Piauí,1,1
723,Cocal,Piauí,,1
724,Cocal de Telha,Piauí,1,1
725,Cocal dos Alves,Piauí,,1
726,Coivaras,Piauí,1,1
727,Colônia do Gurguéia,Piauí,1,1
728,Colônia do Piauí,Piauí,1,1
729,Conceição do Canindé,Piauí,1,1
730,Coronel José Dias,Piauí,1,1
731,Corrente,Piauí,1,1
732,Cristalândia do Piauí,Piauí,,1
733,Cristino Castro,Piauí,,1
734,Curimatá,Piauí,1,1
735,Currais,Piauí,,1
736,Curralinhos,Piauí,1,1
737,Curral Novo do Piauí,Piauí,,1
738,Demerval Lobão,Piauí,0,0
739,Dirceu Arcoverde,Piauí,,1
740,Dom Expedito Lopes,Piauí,1,1
741,Domingos Mourão,Piauí,1,1
742,Dom Inocêncio,Piauí,1,1
743,Elesbão Veloso,Piauí,1,1
744,Eliseu Martins,Piauí,1,1
745,Esperantina,Piauí,1,1
746,Fartura do Piauí,Piauí,,1
747,Flores do Piauí,Piauí,1,1
748,Floresta do Piauí,Piauí,1,1
749,Floriano,Piauí,1,1
750,Francinópolis,Piauí,1,1
751,Francisco Ayres,Piauí,1,1
752,Francisco Macedo,Piauí,1,1
753,Francisco Santos,Piauí,,1
754,Fronteiras,Piauí,1,1
755,Geminiano,Piauí,1,1
756,Gilbués,Piauí,,0
757,Guadalupe,Piauí,1,1
758,Guaribas,Piauí,,1
759,Hugo Napoleão,Piauí,1,1
760,Ilha Grande,Piauí,1,1
761,Inhuma,Piauí,1,1
762,Ipiranga do Piauí,Piauí,1,1
763,Isaías Coelho,Piauí,1,1
764,Itainópolis,Piauí,1,1
765,Itaueira,Piauí,1,1
766,Jacobina do Piauí,Piauí,1,1
767,Jaicós,Piauí,1,1
768,Jardim do Mulato,Piauí,1,1
769,Jatobá do Piauí,Piauí,1,1
770,Jerumenha,Piauí,,1
771,João Costa,Piauí,1,1
772,Joaquim Pires,Piauí,0,1
773,Joca Marques,Piauí,1,1
774,José de Freitas,Piauí,1,1
775,Juazeiro do Piauí,Piauí,1,1
776,Júlio Borges,Piauí,1,1
777,Jurema,Piauí,1,1
778,Lagoinha do Piauí,Piauí,1,1
779,Lagoa Alegre,Piauí,1,1
780,Lagoa do Barro do Piauí,Piauí,1,1
781,Lagoa de São Francisco,Piauí,1,1
782,Lagoa do Piauí,Piauí,1,1
783,Lagoa do Sítio,Piauí,1,1
784,Landri Sales,Piauí,1,1
785,Luís Correia,Piauí,1,1
786,Luzilândia,Piauí,,1
787,Madeiro,Piauí,,1
788,Manoel Emídio,Piauí,1,1
789,Marcolândia,Piauí,0,0
790,Marcos Parente,Piauí,,1
791,Massapê do Piauí,Piauí,0,0
792,Matias Olímpio,Piauí,,1
793,Miguel Alves,Piauí,1,1
794,Miguel Leão,Piauí,0,0
795,Milton Brandão,Piauí,1,1
796,Monsenhor Gil,Piauí,1,1
797,Monsenhor Hipólito,Piauí,1,1
798,Monte Alegre do Piauí,Piauí,1,1
799,Morro Cabeça no Tempo,Piauí,,1
800,Morro do Chapéu do Piauí,Piauí,1,1
801,Murici dos Portelas,Piauí,1,1
802,Nazaré do Piauí,Piauí,1,1
803,Nazária,Piauí,1,1
804,Nossa Senhora de Nazaré,Piauí,1,1
805,Nossa Senhora dos Remédios,Piauí,1,1
806,Novo Oriente do Piauí,Piauí,,1
807,Novo Santo Antônio,Piauí,1,1
808,Oeiras,Piauí,0,0
809,Olho D'Água do Piauí,Piauí,1,1
810,Padre Marcos,Piauí,0,1
811,Paes Landim,Piauí,,1
812,Pajeú do Piauí,Piauí,0,0
813,Palmeira do Piauí,Piauí,,1
814,Palmeirais,Piauí,1,1
815,Paquetá,Piauí,1,1
816,Parnaguá,Piauí,1,1
817,Parnaíba,Piauí,1,1
818,Passagem Franca do Piauí,Piauí,1,1
819,Patos do Piauí,Piauí,1,1
820,Pau D'Arco do Piauí,Piauí,1,1
821,Paulistana,Piauí,0,1
822,Pavussu,Piauí,,1
823,Pedro II,Piauí,1,1
824,Pedro Laurentino,Piauí,1,1
825,Nova Santa Rita,Piauí,0,0
826,Picos,Piauí,1,1
827,Pimenteiras,Piauí,1,1
828,Pio IX,Piauí,1,1
829,Piracuruca,Piauí,1,1
830,Piripiri,Piauí,,1
831,Porto,Piauí,,1
832,Porto Alegre do Piauí,Piauí,0,1
833,Prata do Piauí,Piauí,1,1
834,Queimada Nova,Piauí,0,0
835,Redenção do Gurguéia,Piauí,1,1
836,Regeneração,Piauí,1,1
837,Riacho Frio,Piauí,1,1
838,Ribeira do Piauí,Piauí,1,1
839,Ribeiro Gonçalves,Piauí,0,0
840,Rio Grande do Piauí,Piauí,,1
841,Santa Cruz do Piauí,Piauí,,1
842,Santa Cruz dos Milagres,Piauí,0,1
843,Santa Filomena,Piauí,1,1
844,Santa Luz,Piauí,1,1
845,Santana do Piauí,Piauí,1,1
846,Santa Rosa do Piauí,Piauí,1,1
847,Santo Antônio de Lisboa,Piauí,,1
848,Santo Antônio dos Milagres,Piauí,0,0
849,Santo Inácio do Piauí,Piauí,1,1
850,São Braz do Piauí,Piauí,,1
851,São Félix do Piauí,Piauí,1,1
852,São Francisco de Assis do Piauí,Piauí,,1
853,São Francisco do Piauí,Piauí,1,1
854,São Gonçalo do Gurguéia,Piauí,1,1
855,São Gonçalo do Piauí,Piauí,1,1
856,São João da Canabrava,Piauí,1,1
857,São João da Fronteira,Piauí,1,1
858,São João da Serra,Piauí,1,1
859,São João da Varjota,Piauí,1,1
860,São João do Arraial,Piauí,1,1
861,São João do Piauí,Piauí,1,1
862,São José do Divino,Piauí,0,1
863,São José do Peixe,Piauí,1,1
864,São José do Piauí,Piauí,,1
865,São Julião,Piauí,0,1
866,São Lourenço do Piauí,Piauí,1,1
867,São Luis do Piauí,Piauí,,1
868,São Miguel da Baixa Grande,Piauí,,1
869,São Miguel do Fidalgo,Piauí,1,1
870,São Miguel do Tapuio,Piauí,1,1
871,São Pedro do Piauí,Piauí,1,1
872,São Raimundo Nonato,Piauí,1,1
873,Sebastião Barros,Piauí,,1
874,Sebastião Leal,Piauí,1,1
875,Sigefredo Pacheco,Piauí,1,1
876,Simões,Piauí,,1
877,Simplício Mendes,Piauí,0,1
878,Socorro do Piauí,Piauí,1,1
879,Sussuapara,Piauí,,1
880,Tamboril do Piauí,Piauí,0,0
881,Tanque do Piauí,Piauí,1,1
882,Teresina,Piauí,1,1
883,União,Piauí,1,1
884,Uruçuí,Piauí,0,0
885,Valença do Piauí,Piauí,1,1
886,Várzea Branca,Piauí,1,1
887,Várzea Grande,Piauí,1,1
888,Vera Mendes,Piauí,,1
889,Vila Nova do Piauí,Piauí,0,0
890,Wall Ferraz,Piauí,1,1
891,Abaiara,Ceará,,1
892,Acarape,Ceará,,1
893,Acaraú,Ceará,1,1
894,Acopiara,Ceará,1,1
895,Aiuaba,Ceará,,1
896,Alcântaras,Ceará,,0
897,Altaneira,Ceará,0,0
898,Alto Santo,Ceará,1,1
899,Amontada,Ceará,,1
900,Antonina do Norte,Ceará,,1
901,Apuiarés,Ceará,,1
902,Aquiraz,Ceará,0,0
903,Aracati,Ceará,0,0
904,Aracoiaba,Ceará,,1
905,Ararendá,Ceará,,1
906,Araripe,Ceará,1,1
907,Aratuba,Ceará,,1
908,Arneiroz,Ceará,1,1
909,Assaré,Ceará,,0
910,Aurora,Ceará,,1
911,Baixio,Ceará,1,1
912,Banabuiú,Ceará,1,1
913,Barbalha,Ceará,,1
914,Barreira,Ceará,1,1
915,Barro,Ceará,,1
916,Barroquinha,Ceará,,1
917,Baturité,Ceará,0,0
918,Beberibe,Ceará,1,1
919,Bela Cruz,Ceará,,1
920,Boa Viagem,Ceará,1,1
921,Brejo Santo,Ceará,,0
922,Camocim,Ceará,,0
923,Campos Sales,Ceará,,1
924,Canindé,Ceará,,1
925,Capistrano,Ceará,,0
926,Caridade,Ceará,,1
927,Cariré,Ceará,,1
928,Caririaçu,Ceará,,1
929,Cariús,Ceará,,1
930,Carnaubal,Ceará,,1
931,Cascavel,Ceará,1,1
932,Catarina,Ceará,,1
933,Catunda,Ceará,,1
934,Caucaia,Ceará,1,1
935,Cedro,Ceará,0,0
936,Chaval,Ceará,1,1
937,Choró,Ceará,1,1
938,Chorozinho,Ceará,,1
939,Coreaú,Ceará,,1
940,Crateús,Ceará,0,0
941,Crato,Ceará,0,0
942,Croatá,Ceará,1,1
943,Cruz,Ceará,0,0
944,Deputado Irapuan Pinheiro,Ceará,0,0
945,Ererê,Ceará,,1
946,Eusébio,Ceará,0,0
947,Farias Brito,Ceará,,1
948,Forquilha,Ceará,,1
949,Fortaleza,Ceará,1,1
950,Fortim,Ceará,0,0
951,Frecheirinha,Ceará,1,1
952,General Sampaio,Ceará,,1
953,Graça,Ceará,,0
954,Granja,Ceará,1,1
955,Granjeiro,Ceará,,0
956,Groaíras,Ceará,1,1
957,Guaiúba,Ceará,,1
958,Guaraciaba do Norte,Ceará,0,0
959,Guaramiranga,Ceará,1,1
960,Hidrolândia,Ceará,,1
961,Horizonte,Ceará,1,1
962,Ibaretama,Ceará,1,1
963,Ibiapina,Ceará,,1
964,Ibicuitinga,Ceará,1,1
965,Icapuí,Ceará,1,1
966,Icó,Ceará,1,1
967,Iguatu,Ceará,1,1
968,Independência,Ceará,0,0
969,Ipaporanga,Ceará,,1
970,Ipaumirim,Ceará,,0
971,Ipu,Ceará,,0
972,Ipueiras,Ceará,,1
973,Iracema,Ceará,1,1
974,Irauçuba,Ceará,0,0
975,Itaiçaba,Ceará,0,1
976,Itaitinga,Ceará,1,1
977,Itapajé,Ceará,1,1
978,Itapipoca,Ceará,0,1
979,Itapiúna,Ceará,1,1
980,Itarema,Ceará,1,1
981,Itatira,Ceará,,1
982,Jaguaretama,Ceará,0,0
983,Jaguaribara,Ceará,1,1
984,Jaguaribe,Ceará,1,1
985,Jaguaruana,Ceará,1,1
986,Jardim,Ceará,1,1
987,Jati,Ceará,1,1
988,Jijoca de Jericoacoara,Ceará,1,1
989,Juazeiro do Norte,Ceará,1,1
990,Jucás,Ceará,1,1
991,Lavras da Mangabeira,Ceará,,1
992,Limoeiro do Norte,Ceará,1,1
993,Madalena,Ceará,,1
994,Maracanaú,Ceará,1,1
995,Maranguape,Ceará,1,1
996,Marco,Ceará,0,0
997,Martinópole,Ceará,1,1
998,Massapê,Ceará,,1
999,Mauriti,Ceará,,1
1000,Meruoca,Ceará,,0
1001,Milagres,Ceará,0,0
1002,Milhã,Ceará,,0
1003,Miraíma,Ceará,1,1
1004,Missão Velha,Ceará,1,1
1005,Mombaça,Ceará,1,1
1006,Monsenhor Tabosa,Ceará,,1
1007,Morada Nova,Ceará,1,1
1008,Moraújo,Ceará,,1
1009,Morrinhos,Ceará,,1
1010,Mucambo,Ceará,0,0
1011,Mulungu,Ceará,1,1
1012,Nova Olinda,Ceará,1,1
1013,Nova Russas,Ceará,,1
1014,Novo Oriente,Ceará,1,1
1015,Ocara,Ceará,,1
1016,Orós,Ceará,,0
1017,Pacajus,Ceará,1,1
1018,Pacatuba,Ceará,1,1
1019,Pacoti,Ceará,1,1
1020,Pacujá,Ceará,1,1
1021,Palhano,Ceará,1,1
1022,Palmácia,Ceará,1,1
1023,Paracuru,Ceará,1,1
1024,Paraipaba,Ceará,1,1
1025,Parambu,Ceará,0,0
1026,Paramoti,Ceará,,1
1027,Pedra Branca,Ceará,1,1
1028,Penaforte,Ceará,1,1
1029,Pentecoste,Ceará,,1
1030,Pereiro,Ceará,,0
1031,Pindoretama,Ceará,,1
1032,Piquet Carneiro,Ceará,1,1
1033,Pires Ferreira,Ceará,0,0
1034,Poranga,Ceará,,1
1035,Porteiras,Ceará,0,0
1036,Potengi,Ceará,1,1
1037,Potiretama,Ceará,,1
1038,Quiterianópolis,Ceará,,1
1039,Quixadá,Ceará,1,1
1040,Quixelô,Ceará,,1
1041,Quixeramobim,Ceará,1,1
1042,Quixeré,Ceará,0,0
1043,Redenção,Ceará,0,0
1044,Reriutaba,Ceará,1,1
1045,Russas,Ceará,,0
1046,Saboeiro,Ceará,,1
1047,Salitre,Ceará,1,1
1048,Santana do Acaraú,Ceará,1,1
1049,Santana do Cariri,Ceará,1,1
1050,Santa Quitéria,Ceará,,1
1051,São Benedito,Ceará,,0
1052,São Gonçalo do Amarante,Ceará,0,0
1053,São João do Jaguaribe,Ceará,,1
1054,São Luís do Curu,Ceará,1,1
1055,Senador Pompeu,Ceará,0,0
1056,Senador Sá,Ceará,,0
1057,Sobral,Ceará,0,1
1058,Solonópole,Ceará,,1
1059,Tabuleiro do Norte,Ceará,1,1
1060,Tamboril,Ceará,1,1
1061,Tarrafas,Ceará,1,1
1062,Tauá,Ceará,0,0
1063,Tejuçuoca,Ceará,,1
1064,Tianguá,Ceará,0,1
1065,Trairi,Ceará,1,1
1066,Tururu,Ceará,1,1
1067,Ubajara,Ceará,,1
1068,Umari,Ceará,,1
1069,Umirim,Ceará,1,1
1070,Uruburetama,Ceará,,1
1071,Uruoca,Ceará,,1
1072,Varjota,Ceará,,1
1073,Várzea Alegre,Ceará,0,0
1074,Viçosa do Ceará,Ceará,0,1
1075,Acari,Rio Grande do Norte,0,1
1076,Açu,Rio Grande do Norte,1,1
1077,Afonso Bezerra,Rio Grande do Norte,1,1
1078,Água Nova,Rio Grande do Norte,1,1
1079,Alexandria,Rio Grande do Norte,1,1
1080,Almino Afonso,Rio Grande do Norte,,1
1081,Alto do Rodrigues,Rio Grande do Norte,0,0
1082,Angicos,Rio Grande do Norte,,1
1083,Antônio Martins,Rio Grande do Norte,,1
1084,Apodi,Rio Grande do Norte,1,1
1085,Areia Branca,Rio Grande do Norte,,1
1086,Arês,Rio Grande do Norte,,1
1087,Augusto Severo,Rio Grande do Norte,1,1
1088,Baía Formosa,Rio Grande do Norte,1,1
1089,Baraúna,Rio Grande do Norte,,1
1090,Barcelona,Rio Grande do Norte,1,1
1091,Bento Fernandes,Rio Grande do Norte,1,1
1092,Bodó,Rio Grande do Norte,,1
1093,Bom Jesus,Rio Grande do Norte,1,1
1094,Brejinho,Rio Grande do Norte,,1
1095,Caiçara do Norte,Rio Grande do Norte,1,1
1096,Caiçara do Rio do Vento,Rio Grande do Norte,1,1
1097,Caicó,Rio Grande do Norte,1,1
1098,Campo Redondo,Rio Grande do Norte,,1
1099,Canguaretama,Rio Grande do Norte,1,1
1100,Caraúbas,Rio Grande do Norte,,1
1101,Carnaúba dos Dantas,Rio Grande do Norte,1,1
1102,Carnaubais,Rio Grande do Norte,1,1
1103,Ceará-Mirim,Rio Grande do Norte,,1
1104,Cerro Corá,Rio Grande do Norte,,1
1105,Coronel Ezequiel,Rio Grande do Norte,1,1
1106,Coronel João Pessoa,Rio Grande do Norte,0,1
1107,Cruzeta,Rio Grande do Norte,1,1
1108,Currais Novos,Rio Grande do Norte,,1
1109,Doutor Severiano,Rio Grande do Norte,1,1
1110,Parnamirim,Rio Grande do Norte,,0
1111,Encanto,Rio Grande do Norte,0,1
1112,Equador,Rio Grande do Norte,0,0
1113,Espírito Santo,Rio Grande do Norte,0,1
1114,Extremoz,Rio Grande do Norte,1,1
1115,Felipe Guerra,Rio Grande do Norte,1,1
1116,Fernando Pedroza,Rio Grande do Norte,1,1
1117,Florânia,Rio Grande do Norte,1,1
1118,Francisco Dantas,Rio Grande do Norte,1,1
1119,Frutuoso Gomes,Rio Grande do Norte,,1
1120,Galinhos,Rio Grande do Norte,1,1
1121,Goianinha,Rio Grande do Norte,1,1
1122,Governador Dix-Sept Rosado,Rio Grande do Norte,,1
1123,Grossos,Rio Grande do Norte,1,1
1124,Guamaré,Rio Grande do Norte,1,1
1125,Ielmo Marinho,Rio Grande do Norte,1,1
1126,Ipanguaçu,Rio Grande do Norte,,1
1127,Ipueira,Rio Grande do Norte,1,1
1128,Itajá,Rio Grande do Norte,1,1
1129,Itaú,Rio Grande do Norte,1,1
1130,Jaçanã,Rio Grande do Norte,,1
1131,Jandaíra,Rio Grande do Norte,,1
1132,Janduís,Rio Grande do Norte,1,1
1133,Januário Cicco,Rio Grande do Norte,,1
1134,Japi,Rio Grande do Norte,,1
1135,Jardim de Angicos,Rio Grande do Norte,,1
1136,Jardim de Piranhas,Rio Grande do Norte,1,1
1137,Jardim do Seridó,Rio Grande do Norte,1,1
1138,João Câmara,Rio Grande do Norte,,0
1139,João Dias,Rio Grande do Norte,1,1
1140,José da Penha,Rio Grande do Norte,1,1
1141,Jucurutu,Rio Grande do Norte,0,1
1142,Jundiá,Rio Grande do Norte,1,1
1143,Lagoa d'Anta,Rio Grande do Norte,,1
1144,Lagoa de Pedras,Rio Grande do Norte,1,1
1145,Lagoa de Velhos,Rio Grande do Norte,1,1
1146,Lagoa Nova,Rio Grande do Norte,0,1
1147,Lagoa Salgada,Rio Grande do Norte,,1
1148,Lajes,Rio Grande do Norte,1,1
1149,Lajes Pintadas,Rio Grande do Norte,1,1
1150,Lucrécia,Rio Grande do Norte,1,1
1151,Luís Gomes,Rio Grande do Norte,0,0
1152,Macaíba,Rio Grande do Norte,0,0
1153,Macau,Rio Grande do Norte,,1
1154,Major Sales,Rio Grande do Norte,1,1
1155,Marcelino Vieira,Rio Grande do Norte,1,1
1156,Martins,Rio Grande do Norte,1,1
1157,Maxaranguape,Rio Grande do Norte,,1
1158,Messias Targino,Rio Grande do Norte,1,1
1159,Montanhas,Rio Grande do Norte,,1
1160,Monte Alegre,Rio Grande do Norte,,1
1161,Monte das Gameleiras,Rio Grande do Norte,,1
1162,Mossoró,Rio Grande do Norte,0,0
1163,Natal,Rio Grande do Norte,1,1
1164,Nísia Floresta,Rio Grande do Norte,0,0
1165,Nova Cruz,Rio Grande do Norte,,1
1166,Olho d'Água do Borges,Rio Grande do Norte,1,1
1167,Ouro Branco,Rio Grande do Norte,,1
1168,Paraná,Rio Grande do Norte,1,1
1169,Paraú,Rio Grande do Norte,,1
1170,Parazinho,Rio Grande do Norte,1,1
1171,Parelhas,Rio Grande do Norte,,1
1172,Rio do Fogo,Rio Grande do Norte,1,1
1173,Passa e Fica,Rio Grande do Norte,1,1
1174,Passagem,Rio Grande do Norte,1,1
1175,Patu,Rio Grande do Norte,,1
1176,Santa Maria,Rio Grande do Norte,,1
1177,Pau dos Ferros,Rio Grande do Norte,1,1
1178,Pedra Grande,Rio Grande do Norte,1,1
1179,Pedra Preta,Rio Grande do Norte,1,1
1180,Pedro Avelino,Rio Grande do Norte,1,1
1181,Pedro Velho,Rio Grande do Norte,,1
1182,Pendências,Rio Grande do Norte,,1
1183,Pilões,Rio Grande do Norte,,1
1184,Poço Branco,Rio Grande do Norte,1,1
1185,Portalegre,Rio Grande do Norte,1,1
1186,Porto do Mangue,Rio Grande do Norte,1,1
1187,Serra Caiada,Rio Grande do Norte,,1
1188,Pureza,Rio Grande do Norte,,1
1189,Rafael Fernandes,Rio Grande do Norte,,1
1190,Rafael Godeiro,Rio Grande do Norte,,1
1191,Riacho da Cruz,Rio Grande do Norte,1,1
1192,Riacho de Santana,Rio Grande do Norte,1,1
1193,Riachuelo,Rio Grande do Norte,1,1
1194,Rodolfo Fernandes,Rio Grande do Norte,1,1
1195,Tibau,Rio Grande do Norte,,1
1196,Ruy Barbosa,Rio Grande do Norte,0,0
1197,Santa Cruz,Rio Grande do Norte,,1
1198,Santana do Matos,Rio Grande do Norte,1,1
1199,Santana do Seridó,Rio Grande do Norte,,1
1200,Santo Antônio,Rio Grande do Norte,,1
1201,São Bento do Norte,Rio Grande do Norte,,1
1202,São Bento do Trairí,Rio Grande do Norte,,1
1203,São Fernando,Rio Grande do Norte,1,1
1204,São Francisco do Oeste,Rio Grande do Norte,0,1
1205,São Gonçalo do Amarante,Rio Grande do Norte,0,0
1206,São João do Sabugi,Rio Grande do Norte,0,1
1207,São José de Mipibu,Rio Grande do Norte,,0
1208,São José do Campestre,Rio Grande do Norte,1,1
1209,São José do Seridó,Rio Grande do Norte,0,0
1210,São Miguel,Rio Grande do Norte,0,1
1211,São Miguel do Gostoso,Rio Grande do Norte,1,1
1212,São Paulo do Potengi,Rio Grande do Norte,1,0
1213,São Pedro,Rio Grande do Norte,1,1
1214,São Rafael,Rio Grande do Norte,1,1
1215,São Tomé,Rio Grande do Norte,,1
1216,São Vicente,Rio Grande do Norte,,1
1217,Senador Elói de Souza,Rio Grande do Norte,1,1
1218,Senador Georgino Avelino,Rio Grande do Norte,1,1
1219,Serra de São Bento,Rio Grande do Norte,,1
1220,Serra do Mel,Rio Grande do Norte,,1
1221,Serra Negra do Norte,Rio Grande do Norte,1,1
1222,Serrinha,Rio Grande do Norte,1,1
1223,Serrinha dos Pintos,Rio Grande do Norte,0,1
1224,Severiano Melo,Rio Grande do Norte,0,1
1225,Sítio Novo,Rio Grande do Norte,,1
1226,Taboleiro Grande,Rio Grande do Norte,,1
1227,Taipu,Rio Grande do Norte,,1
1228,Tangará,Rio Grande do Norte,1,1
1229,Tenente Ananias,Rio Grande do Norte,,1
1230,Tenente Laurentino Cruz,Rio Grande do Norte,,1
1231,Tibau do Sul,Rio Grande do Norte,1,1
1232,Timbaúba dos Batistas,Rio Grande do Norte,1,1
1233,Touros,Rio Grande do Norte,1,1
1234,Triunfo Potiguar,Rio Grande do Norte,,1
1235,Umarizal,Rio Grande do Norte,,1
1236,Upanema,Rio Grande do Norte,1,1
1237,Várzea,Rio Grande do Norte,1,1
1238,Venha-Ver,Rio Grande do Norte,1,1
1239,Vera Cruz,Rio Grande do Norte,,1
1240,Viçosa,Rio Grande do Norte,1,1
1241,Vila Flor,Rio Grande do Norte,1,1
1242,Água Branca,Paraíba,1,1
1243,Aguiar,Paraíba,1,1
1244,Alagoa Grande,Paraíba,0,1
1245,Alagoa Nova,Paraíba,1,1
1246,Alagoinha,Paraíba,1,1
1247,Alcantil,Paraíba,0,1
1248,Algodão de Jandaíra,Paraíba,,1
1249,Alhandra,Paraíba,,1
1250,São João do Rio do Peixe,Paraíba,1,1
1251,Amparo,Paraíba,0,0
1252,Aparecida,Paraíba,1,0
1253,Araçagi,Paraíba,1,1
1254,Arara,Paraíba,,1
1255,Araruna,Paraíba,1,1
1256,Areia,Paraíba,1,1
1257,Areia de Baraúnas,Paraíba,1,1
1258,Areial,Paraíba,0,1
1259,Aroeiras,Paraíba,1,1
1260,Assunção,Paraíba,0,0
1261,Baía da Traição,Paraíba,1,1
1262,Bananeiras,Paraíba,,1
1263,Baraúna,Paraíba,1,1
1264,Barra de Santana,Paraíba,1,1
1265,Barra de Santa Rosa,Paraíba,1,1
1266,Barra de São Miguel,Paraíba,1,1
1267,Bayeux,Paraíba,1,1
1268,Belém,Paraíba,1,1
1269,Belém do Brejo do Cruz,Paraíba,0,0
1270,Bernardino Batista,Paraíba,0,0
1271,Boa Ventura,Paraíba,0,1
1272,Boa Vista,Paraíba,1,1
1273,Bom Jesus,Paraíba,1,1
1274,Bom Sucesso,Paraíba,,1
1275,Bonito de Santa Fé,Paraíba,1,1
1276,Boqueirão,Paraíba,1,1
1277,Igaracy,Paraíba,0,0
1278,Borborema,Paraíba,1,1
1279,Brejo do Cruz,Paraíba,,0
1280,Brejo dos Santos,Paraíba,1,1
1281,Caaporã,Paraíba,1,1
1282,Cabaceiras,Paraíba,1,1
1283,Cabedelo,Paraíba,0,0
1284,Cachoeira dos Índios,Paraíba,,1
1285,Cacimba de Areia,Paraíba,1,1
1286,Cacimba de Dentro,Paraíba,1,1
1287,Cacimbas,Paraíba,0,0
1288,Caiçara,Paraíba,,1
1289,Cajazeiras,Paraíba,1,1
1290,Cajazeirinhas,Paraíba,0,0
1291,Caldas Brandão,Paraíba,0,1
1292,Camalaú,Paraíba,1,1
1293,Campina Grande,Paraíba,1,1
1294,Capim,Paraíba,1,1
1295,Caraúbas,Paraíba,,1
1296,Carrapateira,Paraíba,1,1
1297,Casserengue,Paraíba,1,1
1298,Catingueira,Paraíba,1,1
1299,Catolé do Rocha,Paraíba,1,1
1300,Caturité,Paraíba,1,1
1301,Conceição,Paraíba,1,1
1302,Condado,Paraíba,1,1
1303,Conde,Paraíba,1,1
1304,Congo,Paraíba,,1
1305,Coremas,Paraíba,1,1
1306,Coxixola,Paraíba,,1
1307,Cruz do Espírito Santo,Paraíba,1,1
1308,Cubati,Paraíba,1,1
1309,Cuité,Paraíba,1,1
1310,Cuitegi,Paraíba,1,1
1311,Cuité de Mamanguape,Paraíba,1,1
1312,Curral de Cima,Paraíba,1,1
1313,Curral Velho,Paraíba,1,1
1314,Damião,Paraíba,1,1
1315,Desterro,Paraíba,1,1
1316,Vista Serrana,Paraíba,0,0
1317,Diamante,Paraíba,1,1
1318,Dona Inês,Paraíba,1,1
1319,Duas Estradas,Paraíba,1,1
1320,Emas,Paraíba,1,1
1321,Esperança,Paraíba,1,1
1322,Fagundes,Paraíba,,1
1323,Frei Martinho,Paraíba,,1
1324,Gado Bravo,Paraíba,1,1
1325,Guarabira,Paraíba,,1
1326,Gurinhém,Paraíba,1,1
1327,Gurjão,Paraíba,,1
1328,Ibiara,Paraíba,1,1
1329,Imaculada,Paraíba,0,0
1330,Ingá,Paraíba,1,1
1331,Itabaiana,Paraíba,1,1
1332,Itaporanga,Paraíba,0,0
1333,Itapororoca,Paraíba,1,1
1334,Itatuba,Paraíba,0,1
1335,Jacaraú,Paraíba,1,1
1336,Jericó,Paraíba,1,1
1337,João Pessoa,Paraíba,,1
1338,Juarez Távora,Paraíba,1,1
1339,Juazeirinho,Paraíba,0,0
1340,Junco do Seridó,Paraíba,1,1
1341,Juripiranga,Paraíba,1,1
1342,Juru,Paraíba,1,1
1343,Lagoa,Paraíba,,1
1344,Lagoa de Dentro,Paraíba,1,1
1345,Lagoa Seca,Paraíba,1,1
1346,Lastro,Paraíba,0,0
1347,Livramento,Paraíba,1,1
1348,Logradouro,Paraíba,,1
1349,Lucena,Paraíba,1,1
1350,Mãe d'Água,Paraíba,1,1
1351,Malta,Paraíba,0,0
1352,Mamanguape,Paraíba,1,1
1353,Manaíra,Paraíba,1,1
1354,Marcação,Paraíba,1,1
1355,Mari,Paraíba,1,1
1356,Marizópolis,Paraíba,0,0
1357,Massaranduba,Paraíba,1,1
1358,Mataraca,Paraíba,1,1
1359,Matinhas,Paraíba,1,1
1360,Mato Grosso,Paraíba,1,1
1361,Maturéia,Paraíba,1,1
1362,Mogeiro,Paraíba,1,1
1363,Montadas,Paraíba,1,1
1364,Monte Horebe,Paraíba,1,1
1365,Monteiro,Paraíba,1,1
1366,Mulungu,Paraíba,,1
1367,Natuba,Paraíba,1,1
1368,Nazarezinho,Paraíba,0,0
1369,Nova Floresta,Paraíba,1,1
1370,Nova Olinda,Paraíba,1,1
1371,Nova Palmeira,Paraíba,1,1
1372,Olho d'Água,Paraíba,1,1
1373,Olivedos,Paraíba,0,1
1374,Ouro Velho,Paraíba,0,0
1375,Parari,Paraíba,1,1
1376,Passagem,Paraíba,1,1
1377,Patos,Paraíba,1,1
1378,Paulista,Paraíba,1,1
1379,Pedra Branca,Paraíba,1,1
1380,Pedra Lavrada,Paraíba,,1
1381,Pedras de Fogo,Paraíba,1,1
1382,Piancó,Paraíba,1,1
1383,Picuí,Paraíba,1,1
1384,Pilar,Paraíba,,1
1385,Pilões,Paraíba,1,1
