;Município;Região;UF;Reg_Metropolitana;Mun_Reg_Geog_Imediata;Mun_Reg_Geog_Intermediária;Tipo_Conc_Urbana;Hierarquia_Urbana;Hier_Urbana_princ_categ;Região_rural;Amazônia_Legal;Semiárido;Cid_Região_São_Paulo;PIB_PERC;VAB_Indústria/Total;VAB_Serviço/Total;VAB_Adm/Total;VAB_Agricultura/Total;CLASS_CAPAG_real;CLASS_CAPAG_predito
3149;Nova Venécia;Sudeste;Espírito Santo;Não;Polo;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;20207;0,132313421;0,540356683;0,230075976;0,097252819;0;0
3150;Pancas;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;12013;0,049098404;0,335093403;0,356979871;0,258820778;0;0
3151;Pedro Canário;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;11672;0,125522081;0,396371426;0,387061773;0,091037764;1;0
3152;Pinheiros;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;18152;0,082357627;0,421988738;0,288929662;0,206719369;0;0
3153;Piúma;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;30016;0,453473145;0,345810509;0,180875823;0,019835662;0;0
3154;Ponto Belo;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;10550;0,068348892;0,318329815;0,452433037;0,160875537;1;0
3155;Presidente Kennedy;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;583171;0,773608957;0,198495716;0,019877886;0,00801714;;1
3156;Rio Bananal;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;20163;0,08373999;0,395420989;0,282393189;0,238442988;1;0
3157;Rio Novo do Sul;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;16926;0,184540204;0,398228565;0,303404043;0,113821635;0;0
3158;Santa Leopoldina;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;16663;0,200816872;0,231477202;0,265277415;0,302423487;1;0
3159;Santa Maria de Jetibá;Sudeste;Espírito Santo;Não;Polo;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;34213;0,057398645;0,307015555;0,144211585;0,491373433;1;1
3160;Santa Teresa;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;20612;0,085429727;0,492832689;0,234189231;0,18754613;0;0
3161;São Domingos do Norte;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;29410;0,459701972;0,24816746;0,197030437;0,095095667;1;0
3162;São Gabriel da Palha;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;16148;0,132833552;0,507605319;0,279110774;0,080448515;1;0
3163;São José do Calçado;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;15150;0,178268932;0,410184917;0,313760949;0,097778625;;0
3164;São Mateus;Sudeste;Espírito Santo;Não;Polo;Polo;Média concentração urbana;Centro Subregional A;Centro Subregional;Região Rural de Capital Regional;Não;Não;Não;18764;0,152090211;0,506182127;0,259785503;0,081941704;0;0
3165;São Roque do Canaã;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;16068;0,113318933;0,406570507;0,292870706;0,187228972;;0
3166;Serra;Sudeste;Espírito Santo;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Capital Regional A;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;45544;0,348514487;0,532988808;0,117287343;0,001209307;1;1
3167;Sooretama;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;17473;0,217751727;0,360016592;0,280277923;0,141951597;1;0
3168;Vargem Alta;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;16157;0,239262472;0,363561505;0,278819853;0,118349786;0;0
3169;Venda Nova do Imigrante;Sudeste;Espírito Santo;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;24715;0,151164837;0,547188999;0,202898524;0,098745788;;0
3170;Viana;Sudeste;Espírito Santo;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Capital Regional A;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;32060;0,281188111;0,560752423;0,150662594;0,007395892;0;0
3171;Vila Pavão;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;15302;0,17669252;0,302045755;0,322405604;0,198841089;1;0
3172;Vila Valério;Sudeste;Espírito Santo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;19623;0,05855751;0,407207019;0,261379503;0,272848211;1;0
3173;Vila Velha;Sudeste;Espírito Santo;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Capital Regional A;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;24936;0,169611515;0,648012345;0,180738867;0,001637074;1;0
3174;Vitória;Sudeste;Espírito Santo;Sim;Polo;Polo;Grande concentração urbana;Núcleo de Capital Regional A;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;73632;0,300416996;0,607002562;0,09177264;0,000807704;1;1
3175;Angra dos Reis;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional B;Centro Subregional;Região Rural de Metrópole Nacional;Não;Não;Não;44590;0,349212633;0,449301061;0,195719805;0,005766262;1;1
3176;Aperibé;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;15625;0,071145193;0,382296772;0,506453501;0,040092708;;0
3177;Araruama;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro de Zona B;Centro de Zona;Região Rural de Metrópole Nacional;Não;Não;Não;20480;0,120672061;0,491846241;0,37231045;0,015170436;1;0
3178;Areal;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;25200;0,187345146;0,397743825;0,405263158;0,009644117;0;0
3179;Armação dos Búzios;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;76723;0,343245952;0,512333292;0,140622661;0,00379727;;1
3180;Arraial do Cabo;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;42927;0,394101052;0,371155058;0,221121947;0,013621138;0;1
3181;Barra do Piraí;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Integrante de Capital Regional C;Capital Regional;Região Rural de Metrópole Nacional;Não;Não;Não;20602;0,147848991;0,494143093;0,345488972;0,012517356;1;0
3182;Barra Mansa;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Núcleo de Capital Regional C;Capital Regional;Região Rural de Metrópole Nacional;Não;Não;Não;28067;0,214236803;0,500883684;0,274452129;0,010427167;0;0
3183;Belford Roxo;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;15598;0,118722036;0,435019906;0,445864342;0,000393297;0;0
3184;Bom Jardim;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;24638;0,190997106;0,379555851;0,332747681;0,096697692;1;0
3185;Bom Jesus do Itabapoana;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;20586;0,111495217;0,451105994;0,38604989;0,051346028;0;0
3186;Cabo Frio;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional A;Centro Subregional;Região Rural de Metrópole Nacional;Não;Não;Não;49297;0,424181797;0,401510753;0,170879954;0,003427401;0;1
3187;Cachoeiras de Macacu;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;17638;0,141904154;0,355228067;0,458644198;0,044222526;;0
3188;Cambuci;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;21730;0,110807128;0,29775468;0,419735203;0,171696125;0;0
3189;Carapebus;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;32536;0,398461262;0,268652705;0,318182447;0,014699634;0;0
3190;Comendador Levy Gasparian;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;45550;0,498606438;0,272594998;0,217321331;0,011471516;1;1
3191;Campos dos Goytacazes;Sudeste;Rio de Janeiro;Não;Polo;Polo;Média concentração urbana;Núcleo de Capital Regional C;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;64186;0,516873054;0,353981564;0,123617225;0,005528125;;1
3192;Cantagalo;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;36562;0,413515575;0,315920136;0,236738821;0,033821084;;0
3193;Cardoso Moreira;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;21776;0,18691618;0,31729338;0,43338347;0,062399156;0;0
3194;Carmo;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24286;0,259274911;0,344472063;0,360333687;0,035914338;;0
3195;Casimiro de Abreu;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;50532;0,488688619;0,335035975;0,172352383;0,003922552;1;1
3196;Conceição de Macabu;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;15397;0,034881219;0,417204835;0,514569197;0,033341718;;0
3197;Cordeiro;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;23270;0,326039884;0,33636505;0,328313672;0,009279346;1;0
3198;Duas Barras;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;18294;0,087902137;0,266444478;0,508905416;0,136742611;;0
3199;Duque de Caxias;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;45490;0,253304451;0,56949439;0,176838985;0,000362117;0;1
3200;Engenheiro Paulo de Frontin;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;18695;0,13005772;0,355586954;0,491528514;0,022818525;0;0
3201;Guapimirim;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;16377;0,089524567;0,39547811;0,49599785;0,01899727;0;0
3202;Iguaba Grande;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;17622;0,07634872;0,441196389;0,477692802;0,00476209;;1
3203;Itaboraí;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;18746;0,092257192;0,512092235;0,393348283;0,002302048;0;0
3204;Itaguaí;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;63968;0,085370006;0,766309964;0,14611839;0,002201504;0;1
3205;Italva;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;20276;0,19350499;0,346150236;0,406994893;0,053342928;0;0
3206;Itaocara;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;23342;0,086215327;0,461532167;0,351620565;0,100629896;;0
3207;Itaperuna;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;;Centro Subregional A;Centro Subregional;Região Rural de Capital Regional;Não;Não;Não;27161;0,12775232;0,56671587;0,287691656;0,017839765;;1
3208;Itatiaia;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;156381;0,335582176;0,568273684;0,094632062;0,001511765;1;1
3209;Japeri;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;13825;0,110034676;0,362427022;0,523794352;0,00374244;1;0
3210;Laje do Muriaé;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;18429;0,128576713;0,287946536;0,521198913;0,062261753;;0
3211;Macaé;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional A;Centro Subregional;Região Rural de Metrópole Nacional;Não;Não;Não;61223;0,316076784;0,47610941;0,204288221;0,003525435;0;0
3212;Macuco;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;27532;0,148875912;0,42440146;0,406014599;0,020693431;1;0
3213;Magé;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;15926;0,092882742;0,449230419;0,445625257;0,01226103;;0
3214;Mangaratiba;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;82215;0,046558125;0,8257139;0,122546071;0,00518161;;1
3215;Maricá;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;171003;0,664162361;0,284454265;0,050933571;0,000449802;1;1
3216;Mendes;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;17324;0,079218931;0,433804402;0,485126593;0,001843455;1;1
3217;Mesquita;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;12879;0,053767041;0,44403135;0,501011991;0,001189153;0;0
3218;Miguel Pereira;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;23125;0,075927606;0,54537043;0,370460977;0,008239187;1;1
3219;Miracema;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;19458;0,084143557;0,451966181;0,432524922;0,031363289;0;0
3220;Natividade;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;18319;0,060381487;0,407798293;0,476939908;0,054876446;0;0
3221;Nilópolis;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;17270;0,05070283;0,560189292;0,389107498;0;0;0
3222;Niterói;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;78854;0,435717667;0,456788394;0,106991139;0,000502747;1;1
3223;Nova Friburgo;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional A;Centro Subregional;Região Rural de Metrópole Nacional;Não;Não;Não;27435;0,128871622;0,565555799;0,284047669;0,021524698;1;1
3224;Nova Iguaçu;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;20538;0,086630854;0,564922988;0,347949469;0,000496623;0;0
3225;Paracambi;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;18799;0,152350394;0,440281897;0,403743554;0,003621873;;0
3226;Paraíba do Sul;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;22562;0,137341165;0,446951604;0,362560881;0,053144085;;0
3227;Paraty;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;61447;0,458527858;0,386353823;0,143051942;0,012065583;1;1
3228;Paty do Alferes;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;19606;0,089672442;0,391159507;0,437643907;0,081522086;1;0
3229;Petrópolis;Sudeste;Rio de Janeiro;Não;Polo;Polo;Média concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;41456;0,251274075;0,547365739;0,196485993;0,004874013;0;1
3230;Pinheiral;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Integrante de Capital Regional C;Capital Regional;Região Rural de Metrópole Nacional;Não;Não;Não;21732;0,234186992;0,383778815;0,37343099;0,008601205;0;0
3231;Piraí;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Integrante de Capital Regional C;Capital Regional;Região Rural de Metrópole Nacional;Não;Não;Não;63885;0,554138062;0,277777165;0,159962838;0,008120709;1;1
3232;Porciúncula;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;18689;0,068825521;0,38018484;0,451705561;0,099280969;0;0
3233;Porto Real;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;147371;0,449189995;0,437135868;0,110400075;0,003273513;0;1
3234;Quatis;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro de Zona B;Centro de Zona;Região Rural de Metrópole Nacional;Não;Não;Não;18706;0,067446662;0,409716012;0,470593569;0,052239636;1;0
3235;Queimados;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;24050;0,159778675;0,519335423;0,320041542;0,000844361;;0
3236;Quissamã;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;101931;0,598110413;0,272603095;0,120259392;0,009026276;0;1
3237;Resende;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional B;Centro Subregional;Região Rural de Metrópole Nacional;Não;Não;Não;64649;0,281223741;0,544681957;0,168212863;0,005881274;1;1
3238;Rio Bonito;Sudeste;Rio de Janeiro;Sim;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Metrópole Nacional;Não;Não;Não;27755;0,163877481;0,52612248;0,297334296;0,012665086;0;0
3239;Rio Claro;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;21763;0,043037478;0,279338146;0,478591043;0,199033333;0;0
3240;Rio das Flores;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;22263;0,209919231;0,268062081;0,462756691;0,059251439;0;0
3241;Rio das Ostras;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;58789;0,506028484;0,348363347;0,144567976;0,001039951;0;1
3242;Rio de Janeiro;Sudeste;Rio de Janeiro;Sim;Polo;Polo;Grande concentração urbana;Núcleo de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;54426;0,134935689;0,679988084;0,184759618;0,000316609;0;0
3243;Santa Maria Madalena;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;17415;0,045836902;0,2871138;0,572897497;0,094145728;0;0
3244;Santo Antônio de Pádua;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;25660;0,193013676;0,463197818;0,306847727;0,036939768;0;0
3245;São Francisco de Itabapoana;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24249;0,098562446;0,278772643;0,375213562;0,247450198;;0
3246;São Fidélis;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;17997;0,091911644;0,416954027;0,43422996;0,056902809;0;0
3247;São Gonçalo;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;17167;0,121381491;0,489372982;0,385705428;0,00354004;;0
3248;São João da Barra;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;199339;0,610669253;0,325737983;0,058095749;0,005496871;0;1
3249;São João de Meriti;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;19726;0,052312668;0,600178521;0,347367935;0,000140758;0;0
3250;São José de Ubá;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;28715;0,060043548;0,273119466;0,361039338;0,305791842;1;1
3251;São José do Vale do Rio Preto;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;24555;0,068155669;0,286687157;0,382764458;0,26238816;;0
3252;São Pedro da Aldeia;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;22259;0,089965562;0,548787533;0,346387624;0,014858792;0;0
3253;São Sebastião do Alto;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;21801;0,049075335;0,257624234;0,502427956;0,190866803;0;0
3254;Sapucaia;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;40457;0,121367648;0,557416627;0,247610083;0,07360399;0;1
3255;Saquarema;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Grande concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;35244;0,352936318;0,423289866;0,217748955;0,006024518;0;0
3256;Seropédica;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole Nacional;Não;Não;Não;51442;0,178013651;0,664542998;0,154016467;0,003426627;;1
3257;Silva Jardim;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;21389;0,155180936;0,298868296;0,469374785;0,076573629;0;0
3258;Sumidouro;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;28758;0,049719768;0,229408212;0,350892669;0,369976542;;0
3259;Tanguá;Sudeste;Rio de Janeiro;Sim;do Entorno;do Entorno;Grande concentração urbana;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;16249;0,079005231;0,418541973;0,489209637;0,013241219;1;1
3260;Teresópolis;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;Média concentração urbana;Centro Subregional B;Centro Subregional;Região Rural de Metrópole Nacional;Não;Não;Não;28503;0,106060301;0,556256376;0,275501678;0,062181212;0;1
3261;Trajano de Moraes;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;18452;0,049132033;0,304297427;0,534153237;0,112411648;0;0
3262;Três Rios;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Centro de Zona A;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;48575;0,346840862;0,471143492;0,179256602;0,002758753;0;1
3263;Valença;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Metrópole Nacional;Não;Não;Não;33675;0,36430864;0,39211144;0,227416682;0,016162804;0;0
3264;Varre-Sai;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;17174;0,066583128;0,303629568;0,499833104;0,129948727;0;0
3265;Vassouras;Sudeste;Rio de Janeiro;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole Nacional;Não;Não;Não;26624;0,13491845;0,530833713;0,311088412;0,023158315;1;0
3266;Volta Redonda;Sudeste;Rio de Janeiro;Não;Polo;do Entorno;Média concentração urbana;Núcleo de Capital Regional C;Capital Regional;Região Rural de Metrópole Nacional;Não;Não;Não;50606;0,369743456;0,458448366;0,171388963;0,000419045;0;1
3267;Adamantina;Sudeste;São Paulo;Não;Polo;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;30962;0,131512366;0,655398451;0,177605796;0,035482388;1;0
3268;Adolfo;Sudeste;São Paulo;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;25867;0,123506601;0,37393809;0,248727949;0,253816152;0;1
